,mean,std,ir
ic_1d,-0.032514908084033026,0.13413914161730425,-0.24239687008581937
ic_5d,-0.024632027148963127,0.12704077415897116,-0.1938907198262197
ic_20d,-0.008590903044668266,0.12291225778747268,-0.06989459960553956
