date,q1,q2,q3,q4,q5
2018-01-02,,,,,
2018-01-03,,,,,
2018-01-04,,,,,
2018-01-05,,,,,
2018-01-08,,,,,
2018-01-09,,,,,
2018-01-10,,,,,
2018-01-11,,,,,
2018-01-12,,,,,
2018-01-15,,,,,
2018-01-16,,,,,
2018-01-17,,,,,
2018-01-18,,,,,
2018-01-19,,,,,
2018-01-22,,,,,
2018-01-23,,,,,
2018-01-24,,,,,
2018-01-25,,,,,
2018-01-26,,,,,
2018-01-29,,,,,
2018-01-30,,,,,
2018-01-31,-0.08904777068177265,-0.08461701917803448,-0.07854224577155189,-0.10501521531030675,-0.13838587289394905
2018-02-01,-0.07750530445273927,-0.06875967850226605,-0.0734820156977851,-0.0833284630478716,-0.12685823226446388
2018-02-02,-0.14273997050887768,-0.1102763136852324,-0.11539403560968911,-0.12768004990926854,-0.1844456899582945
2018-02-05,-0.10970639975956681,-0.09958853365098592,-0.09253181144262407,-0.10619082184059929,-0.13720962702813103
2018-02-06,-0.011386313091448936,-0.005847993272432074,-0.03146280969232673,-0.02708898117078092,-0.02274545821244815
2018-02-07,0.04330079742700327,0.006639641457777297,-0.00029020240503665904,-0.0019949015793473534,0.01407922094275207
2018-02-08,0.06392576898682904,0.027142899598157525,0.013597497796190119,0.013309997902424216,0.032813277509398574
2018-02-09,0.1963145937296199,0.09282651397526258,0.08112197157641118,0.06324095088153979,0.06488903923154586
2018-02-12,0.17763488615508688,0.09146006790617159,0.07211502442703316,0.07400021930996363,0.06363412934641753
2018-02-13,0.09579382757034764,0.05926109370115378,0.05779071432176872,0.03670970961452879,0.07099591573397168
2018-02-14,0.09482664165201564,0.06310940928963743,0.04476018682198687,0.03825400652082763,0.05659921660335252
2018-02-15,0.0664718124548238,0.05117979656106062,0.034374816835822074,0.025527406125738592,0.04296996061790043
2018-02-20,0.03754183436309722,0.025733058061714872,0.02433136128363611,0.013351529970978113,0.005941451387094568
2018-02-21,0.027655455581312365,0.010888264518601977,0.0014082462182837773,-0.017616096474414193,-0.004801707363845043
2018-02-22,0.028014329901870416,0.02186274619050071,0.014260830605844538,0.006645109736618279,0.021701573881394667
2018-02-23,-0.008602653860684217,-0.015283147521646074,-0.012380752080797983,-0.02077247651719875,-0.0020490442918620856
2018-02-26,-0.022564902913512028,-0.03529012618155813,-0.04700800256896936,-0.036952627475562314,-0.050542901182216014
2018-02-27,0.016017280426438123,-0.011631872877892786,-0.007711392790130752,-0.003692736579142851,-0.011821740123619834
2018-02-28,0.00042283974121284674,-0.005047617628921418,-0.005693878839219588,-0.012226165643142287,-0.0254651838066839
2018-03-01,-0.0025746606465699637,0.0018006705947410486,-0.0017329220002462776,-0.008169640675118755,-0.011863686364846885
2018-03-02,0.030414090864123125,0.020853081957034583,0.015049375112167088,0.01475740608828821,0.015081747810600857
2018-03-05,0.08785820836019047,0.051704349430884956,0.04876948931944268,0.04470754296783082,0.04522344666952318
2018-03-06,0.03887931401599128,0.02149672559787448,0.032540101738122267,0.032574936147196414,0.025064419141956385
2018-03-07,0.06084357254915458,0.0342096121087557,0.028042516468293845,0.029033310159641137,0.04359302390812308
2018-03-08,0.0432170607108805,0.02187426318399184,0.024828539762402936,0.026107385588694337,0.030704382039668587
2018-03-09,0.020714500285149165,0.01689131040708743,0.021244685078659634,0.013931735956074135,0.02530133459099873
2018-03-12,-0.011179202609692681,-0.009348539206643728,0.0028294811752211605,0.004597711098188111,0.015467495285667885
2018-03-13,-0.01325171441718333,-0.012327649654181445,0.007581214092952153,0.0036992325907056227,0.02547426989785836
2018-03-14,-0.012156558944140574,-0.004108953556494395,-0.010558480406225595,0.0011877213059082335,-0.001183300782714152
2018-03-15,-0.017219875299186973,-0.021637691721457217,-0.015505345339962865,-0.027265010994260517,-0.01440810157860276
2018-03-16,-0.05331832344228273,-0.04738003431719932,-0.04336459131066785,-0.0557899175361257,-0.07057974274600055
2018-03-19,-0.05441306772378861,-0.03956824064664325,-0.037148741203027746,-0.041858930695864986,-0.04485764693829607
