Date,Security_Type,Symbol,Side,Quantity,Available_Qty,Close_Price,Market_Value,Floating_PnL,Avg_Open_Price,Avg_Position_Price,Margin,Daily_PnL,Today_Lots,PnL_Ratio,Position_Weight
2011-02-28,Stock,山东高速(600350.XSHG),Long,4200Shares,4200Shares,4.88,20496,-210,4.93,-,0,84,0Shares,-1.01%,103366.02,19.83%
2011-02-28,Stock,吉林敖东(000623.XSHE),Long,500Shares,500Shares,36.71,18355,845,35.02,-,0,400,0Shares,4.83%,103366.02,17.76%
2011-02-28,Stock,中山公用(000685.XSHE),Long,1100Shares,1100Shares,18.8,20680,220,18.6,-,0,462,0Shares,1.08%,103366.02,20.01%
2011-02-28,Stock,新和成(002001.XSHE),Long,100Shares,100Shares,26.49,2649,-91,27.4,-,0,82,0Shares,-3.32%,103366.02,2.56%
2011-02-28,,Cash,,,,,20164.02,,,,,,,,0
2011-03-01,Stock,上港集团(600018.XSHG),Long,4600Shares,4600Shares,4.56,20976,1012,4.34,-,0,-46,0Shares,5.07%,103374.02,20.29%
2011-03-01,Stock,山东高速(600350.XSHG),Long,4200Shares,4200Shares,4.92,20664,-42,4.93,-,0,168,0Shares,-0.2%,103374.02,19.99%
2011-03-01,Stock,吉林敖东(000623.XSHE),Long,500Shares,500Shares,36.6,18300,790,35.02,-,0,-55,0Shares,4.51%,103374.02,17.7%
2011-03-01,Stock,中山公用(000685.XSHE),Long,1100Shares,1100Shares,18.74,20614,154,18.6,-,0,-66,0Shares,0.75%,103374.02,19.94%
2011-03-01,Stock,新和成(002001.XSHE),Long,100Shares,100Shares,26.56,2656,-84,27.4,-,0,7,0Shares,-3.07%,103374.02,2.57%
2011-03-01,,Cash,,,,,20164.02,,,,,,,,0
2011-03-02,Stock,上港集团(600018.XSHG),Long,4600Shares,4600Shares,4.49,20654,690,4.34,-,0,-322,0Shares,3.46%,102419.02,20.17%
2011-03-02,Stock,山东高速(600350.XSHG),Long,4200Shares,4200Shares,4.89,20538,-168,4.93,-,0,-126,0Shares,-0.81%,102419.02,20.05%
2011-03-02,Stock,吉林敖东(000623.XSHE),Long,500Shares,500Shares,35.94,17970,460,35.02,-,0,-330,0Shares,2.63%,102419.02,17.55%
2011-03-02,Stock,中山公用(000685.XSHE),Long,1100Shares,1100Shares,18.56,20416,-44,18.6,-,0,-198,0Shares,-0.22%,102419.02,19.93%
2011-03-02,Stock,新和成(002001.XSHE),Long,100Shares,100Shares,26.77,2677,-63,27.4,-,0,21,0Shares,-2.3%,102419.02,2.61%
2011-03-02,,Cash,,,,,20164.02,,,,,,,,0
2011-03-03,Stock,上港集团(600018.XSHG),Long,4600Shares,4600Shares,4.34,19964,0,4.34,-,0,-690,0Shares,0%,101842.02,19.6%
2011-03-03,Stock,山东高速(600350.XSHG),Long,4200Shares,4200Shares,4.89,20538,-168,4.93,-,0,0,0Shares,-0.81%,101842.02,20.17%
2011-03-03,Stock,吉林敖东(000623.XSHE),Long,500Shares,500Shares,35.65,17825,315,35.02,-,0,-145,0Shares,1.8%,101842.02,17.5%
2011-03-03,Stock,中山公用(000685.XSHE),Long,1100Shares,1100Shares,18.87,20757,297,18.6,-,0,341,0Shares,1.45%,101842.02,20.38%
2011-03-03,Stock,新和成(002001.XSHE),Long,100Shares,100Shares,25.94,2594,-146,27.4,-,0,-83,0Shares,-5.33%,101842.02,2.55%
2011-03-03,,Cash,,,,,20164.02,,,,,,,,0
2011-03-04,Stock,吉林敖东(000623.XSHE),Long,500Shares,500Shares,36.41,18205,695,35.02,-,0,380,0Shares,3.97%,104198.6,17.47%
2011-03-04,Stock,新和成(002001.XSHE),Long,700Shares,100Shares,26.29,18403,87,26.166,-,0,233,600Shares,0.47%,104198.6,17.66%
2011-03-04,Stock,陆家嘴(600663.XSHG),Long,1100Shares,0Shares,18.75,20625,1452,17.43,-,0,1452,1100Shares,7.57%,104198.6,19.79%
2011-03-04,Stock,浙江医药(600216.XSHG),Long,600Shares,0Shares,33.13,19878,114,32.94,-,0,114,600Shares,0.58%,104198.6,19.08%
2011-03-04,Stock,中国神华(601088.XSHG),Long,800Shares,0Shares,25.79,20632,280,25.44,-,0,280,800Shares,1.38%,104198.6,19.8%
2011-03-04,,Cash,,,,,6455.6,,,,,,,,0
2011-03-07,Stock,吉林敖东(000623.XSHE),Long,500Shares,500Shares,37.49,18745,1235,35.02,-,0,540,0Shares,7.05%,107148.6,17.49%
2011-03-07,Stock,新和成(002001.XSHE),Long,700Shares,700Shares,26.7,18690,374,26.166,-,0,287,0Shares,2.04%,107148.6,17.44%
2011-03-07,Stock,陆家嘴(600663.XSHG),Long,1100Shares,1100Shares,18.58,20438,1265,17.43,-,0,-187,0Shares,6.6%,107148.6,19.07%
2011-03-07,Stock,浙江医药(600216.XSHG),Long,600Shares,600Shares,33.54,20124,360,32.94,-,0,246,0Shares,1.82%,107148.6,18.78%
2011-03-07,Stock,中国神华(601088.XSHG),Long,800Shares,800Shares,28.37,22696,2344,25.44,-,0,2064,0Shares,11.52%,107148.6,21.18%
2011-03-07,,Cash,,,,,6455.6,,,,,,,,0
2011-03-08,Stock,吉林敖东(000623.XSHE),Long,500Shares,500Shares,36.8,18400,890,35.02,-,0,-345,0Shares,5.08%,110115.6,16.71%
2011-03-08,Stock,新和成(002001.XSHE),Long,700Shares,700Shares,28.98,20286,1970,26.166,-,0,1596,0Shares,10.76%,110115.6,18.42%
2011-03-08,Stock,陆家嘴(600663.XSHG),Long,1100Shares,1100Shares,18.72,20592,1419,17.43,-,0,154,0Shares,7.4%,110115.6,18.7%
2011-03-08,Stock,浙江医药(600216.XSHG),Long,600Shares,600Shares,35.29,21174,1410,32.94,-,0,1050,0Shares,7.13%,110115.6,19.23%
2011-03-08,Stock,中国神华(601088.XSHG),Long,800Shares,800Shares,29.01,23208,2856,25.44,-,0,512,0Shares,14.03%,110115.6,21.08%
2011-03-08,,Cash,,,,,6455.6,,,,,,,,0
2011-03-09,Stock,吉林敖东(000623.XSHE),Long,500Shares,500Shares,36.62,18310,800,35.02,-,0,-90,0Shares,4.57%,109364.6,16.74%
2011-03-09,Stock,新和成(002001.XSHE),Long,700Shares,700Shares,28.57,19999,1683,26.166,-,0,-287,0Shares,9.19%,109364.6,18.29%
2011-03-09,Stock,陆家嘴(600663.XSHG),Long,1100Shares,1100Shares,18.68,20548,1375,17.43,-,0,-44,0Shares,7.17%,109364.6,18.79%
2011-03-09,Stock,浙江医药(600216.XSHG),Long,600Shares,600Shares,35.3,21180,1416,32.94,-,0,6,0Shares,7.16%,109364.6,19.37%
2011-03-09,Stock,中国神华(601088.XSHG),Long,800Shares,800Shares,28.59,22872,2520,25.44,-,0,-336,0Shares,12.38%,109364.6,20.91%
2011-03-09,,Cash,,,,,6455.6,,,,,,,,0
2011-03-10,Stock,吉林敖东(000623.XSHE),Long,500Shares,500Shares,35.52,17760,250,35.02,-,0,-550,0Shares,1.43%,108565.6,16.36%
2011-03-10,Stock,新和成(002001.XSHE),Long,700Shares,700Shares,29.42,20594,2278,26.166,-,0,595,0Shares,12.44%,108565.6,18.97%
2011-03-10,Stock,陆家嘴(600663.XSHG),Long,1100Shares,1100Shares,18.9,20790,1617,17.43,-,0,242,0Shares,8.43%,108565.6,19.15%
2011-03-10,Stock,浙江医药(600216.XSHG),Long,600Shares,600Shares,35.01,21006,1242,32.94,-,0,-174,0Shares,6.28%,108565.6,19.35%
2011-03-10,Stock,中国神华(601088.XSHG),Long,800Shares,800Shares,27.45,21960,1608,25.44,-,0,-912,0Shares,7.9%,108565.6,20.23%
2011-03-10,,Cash,,,,,6455.6,,,,,,,,0
2011-03-11,Stock,吉林敖东(000623.XSHE),Long,500Shares,500Shares,35.2,17600,90,35.02,-,0,-160,0Shares,0.51%,106954.6,16.46%
2011-03-11,Stock,新和成(002001.XSHE),Long,700Shares,700Shares,29.2,20440,2124,26.166,-,0,-154,0Shares,11.6%,106954.6,19.11%
2011-03-11,Stock,陆家嘴(600663.XSHG),Long,1100Shares,1100Shares,18.33,20163,990,17.43,-,0,-627,0Shares,5.16%,106954.6,18.85%
2011-03-11,Stock,浙江医药(600216.XSHG),Long,600Shares,600Shares,34.52,20712,948,32.94,-,0,-294,0Shares,4.8%,106954.6,19.37%
2011-03-11,Stock,中国神华(601088.XSHG),Long,800Shares,800Shares,26.98,21584,1232,25.44,-,0,-376,0Shares,6.05%,106954.6,20.18%
2011-03-11,,Cash,,,,,6455.6,,,,,,,,0
2011-03-14,Stock,吉林敖东(000623.XSHE),Long,500Shares,500Shares,35.67,17835,325,35.02,-,0,235,0Shares,1.86%,110352.6,16.16%
2011-03-14,Stock,新和成(002001.XSHE),Long,700Shares,700Shares,30.7,21490,3174,26.166,-,0,1050,0Shares,17.33%,110352.6,19.47%
2011-03-14,Stock,陆家嘴(600663.XSHG),Long,1100Shares,1100Shares,18.52,20372,1199,17.43,-,0,209,0Shares,6.25%,110352.6,18.46%
2011-03-14,Stock,浙江医药(600216.XSHG),Long,600Shares,600Shares,37.08,22248,2484,32.94,-,0,1536,0Shares,12.57%,110352.6,20.16%
2011-03-14,Stock,中国神华(601088.XSHG),Long,800Shares,800Shares,27.44,21952,1600,25.44,-,0,368,0Shares,7.86%,110352.6,19.89%
2011-03-14,,Cash,,,,,6455.6,,,,,,,,0
2011-03-15,Stock,吉林敖东(000623.XSHE),Long,500Shares,500Shares,34.71,17355,-155,35.02,-,0,-480,0Shares,-0.89%,110355.6,15.73%
2011-03-15,Stock,新和成(002001.XSHE),Long,700Shares,700Shares,31.72,22204,3888,26.166,-,0,714,0Shares,21.23%,110355.6,20.12%
2011-03-15,Stock,陆家嘴(600663.XSHG),Long,1100Shares,1100Shares,17.95,19745,572,17.43,-,0,-627,0Shares,2.98%,110355.6,17.89%
2011-03-15,Stock,浙江医药(600216.XSHG),Long,600Shares,600Shares,38.74,23244,3480,32.94,-,0,996,0Shares,17.61%,110355.6,21.06%
2011-03-15,Stock,中国神华(601088.XSHG),Long,800Shares,800Shares,26.69,21352,1000,25.44,-,0,-600,0Shares,4.91%,110355.6,19.35%
2011-03-15,,Cash,,,,,6455.6,,,,,,,,0
2011-03-16,Stock,吉林敖东(000623.XSHE),Long,500Shares,500Shares,35.2,17600,90,35.02,-,0,245,0Shares,0.51%,111431.07,15.79%
2011-03-16,Stock,新和成(002001.XSHE),Long,400Shares,400Shares,31.64,12656,2189.71,26.166,-,0,-32,0Shares,20.92%,111431.07,11.36%
2011-03-16,Stock,陆家嘴(600663.XSHG),Long,1100Shares,1100Shares,17.98,19778,605,17.43,-,0,33,0Shares,3.16%,111431.07,17.75%
2011-03-16,Stock,浙江医药(600216.XSHG),Long,600Shares,600Shares,38.55,23130,3366,32.94,-,0,-114,0Shares,17.03%,111431.07,20.76%
2011-03-16,Stock,中国神华(601088.XSHG),Long,800Shares,800Shares,27.88,22304,1952,25.44,-,0,952,0Shares,9.59%,111431.07,20.02%
2011-03-16,,Cash,,,,,15963.07,,,,,,,,0
2011-03-17,Stock,吉林敖东(000623.XSHE),Long,500Shares,500Shares,34.21,17105,-405,35.02,-,0,-495,0Shares,-2.31%,110731.77,15.45%
2011-03-17,Stock,新和成(002001.XSHE),Long,200Shares,200Shares,31.64,6328,1094.86,26.166,-,0,0,0Shares,20.92%,110731.77,5.71%
2011-03-17,Stock,陆家嘴(600663.XSHG),Long,1100Shares,1100Shares,17.69,19459,286,17.43,-,0,-319,0Shares,1.49%,110731.77,17.57%
2011-03-17,Stock,浙江医药(600216.XSHG),Long,600Shares,600Shares,38.54,23124,3360,32.94,-,0,-6,0Shares,17%,110731.77,20.88%
2011-03-17,Stock,中国神华(601088.XSHG),Long,800Shares,800Shares,28.08,22464,2112,25.44,-,0,160,0Shares,10.38%,110731.77,20.29%
2011-03-17,,Cash,,,,,22251.77,,,,,,,,0
2011-03-18,Stock,浙江医药(600216.XSHG),Long,600Shares,600Shares,38.54,23124,3360,32.94,-,0,0,0Shares,17%,112544.83,20.55%
2011-03-18,Stock,中国神华(601088.XSHG),Long,800Shares,800Shares,28.38,22704,2352,25.44,-,0,240,0Shares,11.56%,112544.83,20.17%
2011-03-18,Stock,中煤能源(601898.XSHG),Long,1900Shares,0Shares,11.2,21280,-475,11.45,-,0,-475,1900Shares,-2.18%,112544.83,18.91%
2011-03-18,Stock,信达地产(600657.XSHG),Long,3500Shares,0Shares,6.27,21945,70,6.25,-,0,70,3500Shares,0.32%,112544.83,19.5%
2011-03-18,Stock,上实发展(600748.XSHG),Long,2600Shares,0Shares,8.94,23244,1664,8.3,-,0,1664,2600Shares,7.71%,112544.83,20.65%
2011-03-18,,Cash,,,,,247.83,,,,,,,,0
2011-03-21,Stock,浙江医药(600216.XSHG),Long,600Shares,600Shares,36.51,21906,2142,32.94,-,0,-1218,0Shares,10.84%,110784.83,19.77%
2011-03-21,Stock,中国神华(601088.XSHG),Long,800Shares,800Shares,28.27,22616,2264,25.44,-,0,-88,0Shares,11.12%,110784.83,20.41%
2011-03-21,Stock,中煤能源(601898.XSHG),Long,1900Shares,1900Shares,11.25,21375,-380,11.45,-,0,95,0Shares,-1.75%,110784.83,19.29%
2011-03-21,Stock,信达地产(600657.XSHG),Long,3500Shares,3500Shares,6.18,21630,-245,6.25,-,0,-315,0Shares,-1.12%,110784.83,19.52%
2011-03-21,Stock,上实发展(600748.XSHG),Long,2600Shares,2600Shares,8.85,23010,1430,8.3,-,0,-234,0Shares,6.63%,110784.83,20.77%
2011-03-21,,Cash,,,,,247.83,,,,,,,,0
2011-03-22,Stock,浙江医药(600216.XSHG),Long,600Shares,600Shares,36.55,21930,2166,32.94,-,0,24,0Shares,10.96%,110009.83,19.93%
