candle_begin_time,pearson_ic,spearman_ic,n_obs,n_in_scope,n_tradable,coverage_ratio
2021-01-01,0.06798189204380739,0.0681063122923588,43.0,43.0,79,0.5443037974683544
2021-01-02,0.24984288481593034,0.16777408637873756,43.0,43.0,80,0.5375
2021-01-03,-0.3792590571318627,-0.21413470250679553,43.0,43.0,80,0.5375
2021-01-04,-0.11372652759196349,-0.050286922379945635,43.0,43.0,80,0.5375
2021-01-05,-0.4321980667311682,-0.3501963153125943,43.0,43.0,80,0.5375
2021-01-06,-0.34563799855590444,-0.20039263062518878,43.0,43.0,80,0.5375
2021-01-07,-0.3415284047790499,-0.07671398369072788,43.0,43.0,80,0.5375
2021-01-08,-0.20742370592613976,0.05738447598912715,43.0,43.0,80,0.5375
2021-01-09,-0.09361658267632036,0.03669586227725763,43.0,43.0,80,0.5375
2021-01-10,-0.0863808271458349,-0.06100875868317729,43.0,43.0,80,0.5375
2021-01-11,0.18092082804693302,0.24207188160676532,43.0,43.0,80,0.5375
2021-01-12,0.4081940222306624,0.3287526427061311,43.0,43.0,80,0.5375
2021-01-13,0.16436547655708672,0.1855934762911507,43.0,43.0,80,0.5375
2021-01-14,-0.33098715185008765,-0.16641498036846872,43.0,43.0,80,0.5375
2021-01-15,-0.3785507252273997,-0.03790395650860767,43.0,43.0,80,0.5375
2021-01-16,-0.4246891973772144,0.015705225007550592,43.0,43.0,80,0.5375
2021-01-17,0.2542751843127096,-0.04288734521292661,43.0,43.0,80,0.5375
2021-01-18,0.307094969534371,-0.04469948655995167,43.0,43.0,80,0.5375
2021-01-19,0.7519092355414388,0.3097251585623678,43.0,43.0,80,0.5375
2021-01-20,0.5577198875584415,0.20235578375113256,43.0,43.0,80,0.5375
2021-01-21,0.8322379868962656,0.39021443672606465,43.0,43.0,80,0.5375
2021-01-22,0.7681423281452348,0.3917245545152522,43.0,43.0,80,0.5375
2021-01-23,0.40829142903800236,-0.06342494714587738,43.0,43.0,80,0.5375
2021-01-24,-0.8084607135233073,-0.4910903050437935,43.0,43.0,80,0.5375
2021-01-25,0.37312349958957053,-0.1717003926306252,43.0,43.0,80,0.5375
2021-01-26,0.6212465214971239,0.06523708849290244,43.0,43.0,80,0.5375
