horizon,mean_pearson_ic,mean_spearman_ic,pearson_t_stat_nw,spearman_t_stat_nw
1,0.0029864653754686065,0.02550482417689838,1.1700337698521848,7.475303680094337
5,-7.185126846623357e-06,0.02250642654082386,-0.002041510043446524,4.605205424129834
10,0.0038638209148348173,0.019843580059649733,0.9418402049464235,3.8481694873007823
21,-0.0009491478797650086,0.02078144587360098,-0.18839197511382777,3.5990941372086547
42,-0.002999540527023885,0.005573931615698241,-0.40215471047669654,0.9668903937520392
