,gross_return,funding_return,turnover,cost_return,net_return,nav,signal_spread_return
2021-01-01,0.0,-0.0,0.0,0.0,0.0,1.0,-0.08383948933436236
2021-01-02,-0.002381259675200284,-3.82272142857143e-05,0.09523809523809523,3.809523809523809e-05,-0.002457582127581236,0.9975424178724188,-0.4061471936119405
2021-01-03,-0.001187558796495431,-3.835421428571431e-05,0.09523809523809523,3.809523809523809e-05,-0.0012640082488763835,0.9962815160276239,-0.9149099256479407
2021-01-04,0.00040423432501484295,3.21733095238094e-05,0.09523809523809523,3.809523809523809e-05,0.00039831239644341423,0.9966783473058053,0.13848735251013977
2021-01-05,-0.0008788457503634516,7.397114285714282e-05,0.09523809523809523,3.809523809523809e-05,-0.0008429698456015468,0.9958381775132625,-1.0870134349014962
2021-01-06,-0.013062697277586079,-0.00010889335714285727,0.09523809523809523,3.809523809523809e-05,-0.013209685872824175,0.9826834680081465,-0.9295381920801032
2021-01-07,-0.009526770506672671,0.0002693830238095235,0.09523809523809523,3.809523809523809e-05,-0.009295482720958386,0.9735489508111054,-0.977507171819064
2021-01-08,-0.005716374439235414,0.00032066514285714276,0.09523809523809523,3.809523809523809e-05,-0.005433804534473509,0.968258876107656,-0.5861457064211443
2021-01-09,0.002325969527871379,9.49454999999998e-05,0.09523809523809523,3.809523809523809e-05,0.0023828197897761407,0.9705660625192718,-0.9374064559633872
2021-01-10,0.019120254373535643,0.0002360530238095236,0.09523809523809523,3.809523809523809e-05,0.01931821215924993,0.9893156636295869,-1.0201448909549682
2021-01-11,0.002758950933332633,6.23303333333333e-05,0.09523809523809522,3.809523809523809e-05,0.0027831860285707282,0.992069113162447,0.6875171604425077
2021-01-12,-0.007053256728426044,9.082623809523809e-05,0.09523809523809523,3.809523809523809e-05,-0.007000525728426044,0.9851241078113765,1.3266613205647964
2021-01-13,0.008968657982869213,-3.9574595238095254e-05,0.09523809523809523,3.809523809523809e-05,0.00889098814953588,0.9938828345797495,1.2366626210256342
2021-01-14,0.014988421630409421,5.442449999999998e-05,0.09523809523809526,3.8095238095238106e-05,0.015004750892314183,1.0087957989287657,-0.9862470511159033
2021-01-15,-0.005655947347326997,-8.815476190476199e-05,0.09523809523809523,3.809523809523809e-05,-0.005782197347326997,1.002962742536205,-0.9226235107843094
2021-01-16,0.01404165236886919,-0.00021580476190476196,0.09523809523809526,3.8095238095238106e-05,0.01378775236886919,1.0167913444654961,-0.6479191814370774
2021-01-17,0.006909792841737643,-0.0002052597142857144,0.09523809523809523,3.809523809523809e-05,0.006666437889356691,1.0235697208098107,0.9603617854151891
2021-01-18,0.0032618153365407544,-0.0001314522619047621,0.09523809523809526,3.8095238095238106e-05,0.0030922678365407543,1.026734872535928,0.6889656462338174
2021-01-19,-0.01892123307316369,2.0723571428567904e-06,0.09523809523809526,3.8095238095238106e-05,-0.01895725595411607,1.0072707967602477,2.506883539901426
2021-01-20,-0.005902875867499961,-9.725769047619054e-05,0.09523809523809523,3.809523809523809e-05,-0.00603822879607139,1.001188665229808,1.4103229231980559
2021-01-21,-0.0019681297016255366,8.890361904761903e-05,0.09523809523809523,3.809523809523809e-05,-0.0019173213206731556,0.9992690648559467,2.627397636425997
