trade_date,stock_code,target_weight
2023-01-06,sz301033,0.1
2023-01-06,sz002729,0.1
2023-01-06,sh688611,0.1
2023-01-06,sz300747,0.1
2023-01-06,sh605376,0.1
2023-01-06,sh603319,0.1
2023-01-06,sz300768,0.1
2023-01-06,sh688662,0.1
2023-01-06,sh688256,0.1
2023-01-06,sh688103,0.1
2023-01-13,sz002201,0.1
2023-01-13,sh688256,0.1
2023-01-13,sh603893,0.1
2023-01-13,sz300802,0.1
2023-01-13,sz300747,0.1
2023-01-13,sh688080,0.1
2023-01-13,sh688611,0.1
2023-01-13,sz002729,0.1
2023-01-13,sz300768,0.1
2023-01-13,sh688109,0.1
2023-01-20,sh601919,0.1
2023-01-20,sh688103,0.1
2023-01-20,sh603683,0.1
2023-01-20,sz000537,0.1
2023-01-20,sh603129,0.1
2023-01-20,sz002986,0.1
2023-01-20,sz300746,0.1
2023-01-20,sz300238,0.1
2023-01-20,sz300747,0.1
2023-01-20,sz002729,0.1
2023-02-03,sz300483,0.1
2023-02-03,sh600234,0.1
2023-02-03,sh601919,0.1
2023-02-03,sh603689,0.1
2023-02-03,sh603128,0.1
2023-02-03,sz300751,0.1
2023-02-03,sz000537,0.1
2023-02-03,sh688289,0.1
2023-02-03,sz300947,0.1
2023-02-03,sh688008,0.1
2023-02-10,sh605138,0.1
2023-02-10,sh603883,0.1
2023-02-10,sh600851,0.1
2023-02-10,sh600812,0.1
2023-02-10,sh603659,0.1
2023-02-10,sh601919,0.1
2023-02-10,sh601155,0.1
2023-02-10,sz300751,0.1
2023-02-10,sz301047,0.1
2023-02-10,sh600351,0.1
2023-02-17,sz301029,0.1
2023-02-17,sz002120,0.1
2023-02-17,sh603659,0.1
2023-02-17,sh600196,0.1
2023-02-17,sh603613,0.1
2023-02-17,sh601155,0.1
2023-02-17,sz301047,0.1
2023-02-17,sz300751,0.1
2023-02-17,sh600351,0.1
2023-02-17,sh600812,0.1
2023-02-24,sz300463,0.1
2023-02-24,sh688606,0.1
2023-02-24,sz002120,0.1
2023-02-24,sh603387,0.1
2023-02-24,sh688029,0.1
2023-02-24,sz300751,0.1
2023-02-24,sh600812,0.1
2023-02-24,sh688015,0.1
2023-02-24,sh600196,0.1
2023-02-24,sh601155,0.1
2023-03-03,sh605077,0.1
2023-03-03,sz002515,0.1
2023-03-03,sh600298,0.1
2023-03-03,sz300661,0.1
2023-03-03,sz002120,0.1
2023-03-03,sh603613,0.1
2023-03-03,sz300014,0.1
2023-03-03,sh603267,0.1
2023-03-03,sz300751,0.1
2023-03-03,sh603187,0.1
2023-03-10,sz300014,0.1
2023-03-10,sh600779,0.1
2023-03-10,sz000887,0.1
2023-03-10,sh688015,0.1
2023-03-10,sh600563,0.1
2023-03-10,sz002015,0.1
2023-03-10,sh603613,0.1
2023-03-10,sz002906,0.1
2023-03-10,sz300751,0.1
2023-03-10,sh601155,0.1
2023-03-17,sh600779,0.1
2023-03-17,sz002015,0.1
2023-03-17,sz300014,0.1
