"Date","AssetType","Security","Side","Quantity","AvailableQuantity","CloseOrSettlementPrice","MarketValue","UnrealizedPnL","AverageOpenPrice","AverageHoldingPriceFutures","Margin","DailyPnL","TodayQuantity","PnLRatio","PositionRatio"
"2011-01-27","","Cash","","","","","34436.61","","","","","","","","0"
"2011-01-28","Equity","000591.XSHE","Long","3200 shares","3200 shares","10.76","34432","1792","10.2","-","0","992","0 shares","5.49%","101978.43"
"2011-01-28","Equity","002402.XSHE","Long","900 shares","900 shares","36.48","32832","459","35.97","-","0","117","0 shares","1.42%","101978.43"
"2011-01-28","Equity","002049.XSHE","Long","1600 shares","0 shares","21.4","34240","288","21.22","-","0","288","1600 shares","0.85%","101978.43"
"2011-01-28","","Cash","","","","","474.43","","","","","","","","0"
"2011-01-31","Equity","000591.XSHE","Long","3200 shares","3200 shares","10.75","34400","1760","10.2","-","0","-32","0 shares","5.39%","102191.37"
"2011-01-31","Equity","002049.XSHE","Long","1600 shares","1600 shares","21.4","34240","288","21.22","-","0","0","0 shares","0.85%","102191.37"
"2011-01-31","","Cash","","","","","33551.37","","","","","","","","0"
"2011-02-01","Equity","000591.XSHE","Long","3200 shares","3200 shares","10.8","34560","1920","10.2","-","0","160","0 shares","5.88%","102975.37"
"2011-02-01","Equity","002049.XSHE","Long","1600 shares","1600 shares","21.79","34864","912","21.22","-","0","624","0 shares","2.69%","102975.37"
"2011-02-01","","Cash","","","","","33551.37","","","","","","","","0"
"2011-02-09","Equity","000591.XSHE","Long","3200 shares","3200 shares","10.83","34656","2016","10.2","-","0","96","0 shares","6.18%","104927.37"
"2011-02-09","Equity","002049.XSHE","Long","1600 shares","1600 shares","22.95","36720","2768","21.22","-","0","1856","0 shares","8.15%","104927.37"
"2011-02-09","","Cash","","","","","33551.37","","","","","","","","0"
"2011-02-10","Equity","000591.XSHE","Long","3200 shares","3200 shares","11.15","35680","3040","10.2","-","0","1024","0 shares","9.31%","107679.37"
"2011-02-10","Equity","002049.XSHE","Long","1600 shares","1600 shares","24.03","38448","4496","21.22","-","0","1728","0 shares","13.24%","107679.37"
"2011-02-10","","Cash","","","","","33551.37","","","","","","","","0"
"2011-02-11","Equity","000591.XSHE","Long","3200 shares","3200 shares","11.36","36352","3712","10.2","-","0","672","0 shares","11.37%","109260.14"
"2011-02-11","","Cash","","","","","72908.14","","","","","","","","0"
"2011-02-14","Equity","000591.XSHE","Long","3200 shares","3200 shares","11.58","37056","4416","10.2","-","0","704","0 shares","13.53%","109964.14"
"2011-02-14","","Cash","","","","","72908.14","","","","","","","","0"
"2011-02-15","Equity","000591.XSHE","Long","3200 shares","3200 shares","11.43","36576","3936","10.2","-","0","-480","0 shares","12.06%","109484.14"
"2011-02-15","","Cash","","","","","72908.14","","","","","","","","0"
"2011-02-16","Equity","000591.XSHE","Long","3200 shares","3200 shares","11.52","36864","4224","10.2","-","0","288","0 shares","12.94%","109772.14"
"2011-02-16","","Cash","","","","","72908.14","","","","","","","","0"
"2011-02-17","Equity","000591.XSHE","Long","3200 shares","3200 shares","11.36","36352","3712","10.2","-","0","-512","0 shares","11.37%","109260.14"
"2011-02-17","","Cash","","","","","72908.14","","","","","","","","0"
"2011-02-18","Equity","000591.XSHE","Long","3200 shares","3200 shares","11.5","36800","4160","10.2","-","0","448","0 shares","12.75%","109708.14"
"2011-02-18","","Cash","","","","","72908.14","","","","","","","","0"
"2011-02-21","","Cash","","","","","109404.63","","","","","","","","0"
"2011-02-22","","Cash","","","","","109404.63","","","","","","","","0"
"2011-02-23","","Cash","","","","","109404.63","","","","","","","","0"
"2011-02-24","","Cash","","","","","109404.63","","","","","","","","0"
"2011-02-25","","Cash","","","","","109404.63","","","","","","","","0"
"2011-02-28","Equity","600760.XSHG","Long","6900 shares","0 shares","15.88","109572","1518","15.66","-","0","1518","6900 shares","1.4%","110890.22"
"2011-02-28","","Cash","","","","","1318.22","","","","","","","","0"
"2011-03-01","Equity","600760.XSHG","Long","6900 shares","6900 shares","16.26","112194","4140","15.66","-","0","2622","0 shares","3.83%","113512.22"
"2011-03-01","","Cash","","","","","1318.22","","","","","","","","0"
"2011-03-02","","Cash","","","","","110954.5","","","","","","","","0"
"2011-03-03","","Cash","","","","","110954.5","","","","","","","","0"
"2011-03-04","","Cash","","","","","110954.5","","","","","","","","0"
"2011-03-07","Equity","600160.XSHG","Long","4100 shares","0 shares","27.65","113365","4920","26.45","-","0","4920","4100 shares","4.54%","115841.97"
"2011-03-07","","Cash","","","","","2476.97","","","","","","","","0"
"2011-03-08","Equity","600160.XSHG","Long","4100 shares","4100 shares","27.8","113980","5535","26.45","-","0","615","0 shares","5.1%","116456.97"
"2011-03-08","","Cash","","","","","2476.97","","","","","","","","0"
"2011-03-09","","Cash","","","","","121222.4","","","","","","","","0"
"2011-03-10","","Cash","","","","","121222.4","","","","","","","","0"
"2011-03-11","","Cash","","","","","121222.4","","","","","","","","0"
"2011-03-14","","Cash","","","","","121222.4","","","","","","","","0"
"2011-03-15","","Cash","","","","","121222.4","","","","","","","","0"
"2011-03-16","Equity","002056.XSHE","Long","3300 shares","0 shares","38.3","126390","7293","36.09","-","0","7293","3300 shares","6.12%","128479.67"
"2011-03-16","","Cash","","","","","2089.67","","","","","","","","0"
"2011-03-17","Equity","002056.XSHE","Long","3300 shares","3300 shares","38.52","127116","8019","36.09","-","0","726","0 shares","6.73%","129205.67"
"2011-03-17","","Cash","","","","","2089.67","","","","","","","","0"
"2011-03-18","","Cash","","","","","127853.96","","","","","","","","0"
"2011-03-21","","Cash","","","","","127853.96","","","","","","","","0"
"2011-03-22","","Cash","","","","","127853.96","","","","","","","","0"
"2011-03-23","","Cash","","","","","127853.96","","","","","","","","0"
"2011-03-24","","Cash","","","","","127853.96","","","","","","","","0"
"2011-03-25","","Cash","","","","","127853.96","","","","","","","","0"
"2011-03-28","","Cash","","","","","127853.96","","","","","","","","0"
"2011-03-29","","Cash","","","","","127853.96","","","","","","","","0"
"2011-03-30","","Cash","","","","","127853.96","","","","","","","","0"
"2011-03-31","Equity","002402.XSHE","Long","1700 shares","0 shares","35.58","60486","0","35.58","-","0","0","1700 shares","0%","128056.67"
"2011-03-31","Equity","600760.XSHG","Long","4000 shares","0 shares","16.02","64080","240","15.96","-","0","240","4000 shares","0.38%","128056.67"
"2011-03-31","","Cash","","","","","3490.67","","","","","","","","0"
"2011-04-01","Equity","002402.XSHE","Long","1700 shares","1700 shares","35.77","60809","323","35.58","-","0","323","0 shares","0.53%","128971.67"
"2011-04-01","Equity","600760.XSHG","Long","4000 shares","4000 shares","16.16","64640","800","15.96","-","0","560","0 shares","1.25%","128971.67"
"2011-04-01","Equity","600089.XSHG","Long","100 shares","0 shares","20.62","2062","37","20.25","-","0","37","100 shares","1.83%","128971.67"
"2011-04-01","","Cash","","","","","1460.67","","","","","","","","0"
"2011-04-06","Equity","002402.XSHE","Long","1700 shares","1700 shares","35.48","60316","-170","35.58","-","0","-493","0 shares","-0.28%","127558.67"
"2011-04-06","Equity","600760.XSHG","Long","4000 shares","4000 shares","15.93","63720","-120","15.96","-","0","-920","0 shares","-0.19%","127558.67"
"2011-04-06","Equity","600089.XSHG","Long","100 shares","100 shares","20.62","2062","37","20.25","-","0","0","0 shares","1.83%","127558.67"
"2011-04-06","","Cash","","","","","1460.67","","","","","","","","0"
"2011-04-07","Equity","002402.XSHE","Long","1700 shares","1700 shares","36.28","61676","1190","35.58","-","0","1360","0 shares","1.97%","127932.67"
"2011-04-07","Equity","600760.XSHG","Long","4000 shares","4000 shares","15.68","62720","-1120","15.96","-","0","-1000","0 shares","-1.75%","127932.67"
"2011-04-07","Equity","600089.XSHG","Long","100 shares","100 shares","20.76","2076","51","20.25","-","0","14","0 shares","2.52%","127932.67"
"2011-04-07","","Cash","","","","","1460.67","","","","","","","","0"
"2011-04-08","Equity","002402.XSHE","Long","1700 shares","1700 shares","36.59","62203","1717","35.58","-","0","527","0 shares","2.84%","129581.67"
"2011-04-08","Equity","600760.XSHG","Long","4000 shares","4000 shares","15.96","63840","0","15.96","-","0","1120","0 shares","0%","129581.67"
"2011-04-08","Equity","600089.XSHG","Long","100 shares","100 shares","20.78","2078","53","20.25","-","0","2","0 shares","2.62%","129581.67"
