period_end_date,return
2019-03-31,19.63%
2019-06-30,0.14%
2019-09-30,-0.26%
2019-12-31,7.64%
2020-03-31,-2.47%
2020-06-30,-1.21%
2020-09-30,11.2%
2020-12-31,3.43%
2021-03-31,-4.68%
