trade_date,available_cash,holding_market_value,stamp_tax,broker_commission,total_assets,nav,transaction_cost,return,nav_peak_to_date,nav_drawdown_to_date
2019-01-02,100000.0,0.0,0.0,0.0,100000.0,1.0,0.0,,1.0,0.0
2019-01-03,100000.0,0.0,0.0,0.0,100000.0,1.0,0.0,0.0,1.0,0.0
2019-01-04,100000.0,0.0,0.0,0.0,100000.0,1.0,0.0,0.0,1.0,0.0
2019-01-07,100000.0,0.0,0.0,0.0,100000.0,1.0,0.0,0.0,1.0,0.0
2019-01-08,100000.0,0.0,0.0,0.0,100000.0,1.0,0.0,0.0,1.0,0.0
2019-01-09,100000.0,0.0,0.0,0.0,100000.0,1.0,0.0,0.0,1.0,0.0
2019-01-10,9224.108200000002,90910.0,0.0,10.891799999999998,100134.1082,1.001341082,10.891799999999998,0.0013410819999999,1.001341082,0.0
2019-01-11,9224.108200000002,90823.0,0.0,0.0,100047.1082,1.000471082,0.0,-0.0008688348212602,1.001341082,-0.0008688348212602
2019-01-14,9224.108200000002,90064.0,0.0,0.0,99288.1082,0.992881082,0.0,-0.0075864261711864,1.001341082,-0.0084486696412201
2019-01-15,9224.108200000002,90523.0,0.0,0.0,99747.1082,0.997471082,0.0,0.0046229101180517,1.001341082,-0.0038648169635367
2019-01-16,99664.70116,0.0,90.542,10.86504,99664.70116,0.9966470116,101.40704,-0.0008261596901112,1.001341082,-0.004687783697663
2019-01-17,9564.890480000002,89961.0,0.0,10.810679999999998,99525.89048,0.9952589048,10.810679999999998,-0.0013927767643345,1.001341082,-0.0060740314257873
2019-01-18,9564.890480000002,91477.0,0.0,0.0,101041.89048,1.0104189048,0.0,0.0152322173927663,1.0104189048,0.0
2019-01-21,9564.890480000002,91779.0,0.0,0.0,101343.89048,1.0134389048,0.0,0.0029888593588793,1.0134389048,0.0
2019-01-22,9564.890480000002,90729.0,0.0,0.0,100293.89048,1.0029389048,0.0,-0.010360762696467,1.0134389048,-0.010360762696467
2019-01-23,99456.09944,0.0,89.992,10.79904,99456.09944,0.9945609944,100.79104,-0.0083533606682358,1.0134389048,-0.0186275761771013
2019-01-24,99456.09944,0.0,0.0,0.0,99456.09944,0.9945609944,0.0,0.0,1.0134389048,-0.0186275761771013
2019-01-25,99456.09944,0.0,0.0,0.0,99456.09944,0.9945609944,0.0,0.0,1.0134389048,-0.0186275761771013
2019-01-28,99456.09944,0.0,0.0,0.0,99456.09944,0.9945609944,0.0,0.0,1.0134389048,-0.0186275761771013
2019-01-29,99456.09944,0.0,0.0,0.0,99456.09944,0.9945609944,0.0,0.0,1.0134389048,-0.0186275761771013
2019-01-30,99456.09944,0.0,0.0,0.0,99456.09944,0.9945609944,0.0,0.0,1.0134389048,-0.0186275761771013
2019-01-31,99456.09944,0.0,0.0,0.0,99456.09944,0.9945609944,0.0,0.0,1.0134389048,-0.0186275761771013
2019-02-01,99456.09944,0.0,0.0,0.0,99456.09944,0.9945609944,0.0,0.0,1.0134389048,-0.0186275761771013
2019-02-11,99456.09944,0.0,0.0,0.0,99456.09944,0.9945609944,0.0,0.0,1.0134389048,-0.0186275761771013
2019-02-12,99456.09944,0.0,0.0,0.0,99456.09944,0.9945609944,0.0,0.0,1.0134389048,-0.0186275761771013
2019-02-13,99456.09944,0.0,0.0,0.0,99456.09944,0.9945609944,0.0,0.0,1.0134389048,-0.0186275761771013
2019-02-14,7823.104800000001,91732.0,0.0,10.99464,99555.1048,0.995551048,10.99464,0.0009954679557862,1.0134389048,-0.0176506513764933
2019-02-15,7823.104800000001,91751.0,0.0,0.0,99574.1048,0.995741048,0.0,0.0001908490783888,1.0134389048,-0.0174631709086525
2019-02-18,7823.104800000001,95117.0,0.0,0.0,102940.1048,1.029401048,0.0,0.0338039694834395,1.029401048,0.0
2019-02-19,7823.104800000001,97499.0,0.0,0.0,105322.10480000002,1.0532210480000002,0.0,0.0231396694672882,1.0532210480000002,0.0
