period_end_date,return
2011-04-30,0.0%
2011-05-31,0.0%
2011-06-30,1.09%
2011-07-31,0.65%
2011-08-31,-4.62%
2011-09-30,0.0%
2011-10-31,0.0%
2011-11-30,3.48%
2011-12-31,0.0%
2012-01-31,-1.72%
2012-02-29,9.96%
2012-03-31,-1.16%
2012-04-30,1.77%
2012-05-31,3.39%
2012-06-30,-5.7%
2012-07-31,0.0%
2012-08-31,-3.18%
2012-09-30,-4.03%
2012-10-31,-2.97%
2012-11-30,0.0%
2012-12-31,7.75%
