Date,Security_Type,Symbol,Side,Quantity,Available_Qty,Close_Price,Market_Value,Floating_PnL,Avg_Open_Price,Avg_Position_Price,Margin,Daily_PnL,Today_Lots,PnL_Ratio,Position_Weight
2014-10-16,Stock,欣旺达(300207.XSHE),Long,4200Shares,4200Shares,32.93,138306,588,32.79,-,0,0,0Shares,0.43%,141015.39,98.08%
2014-10-16,,Cash,,,,,2709.39,,,,,,,,0
2014-10-17,Stock,欣旺达(300207.XSHE),Long,4200Shares,4200Shares,32.93,138306,588,32.79,-,0,0,0Shares,0.43%,141015.39,98.08%
2014-10-17,,Cash,,,,,2709.39,,,,,,,,0
2014-10-20,Stock,欣旺达(300207.XSHE),Long,4200Shares,4200Shares,32.93,138306,588,32.79,-,0,0,0Shares,0.43%,141015.39,98.08%
2014-10-20,,Cash,,,,,2709.39,,,,,,,,0
2014-10-21,Stock,欣旺达(300207.XSHE),Long,4200Shares,4200Shares,32.16,135072,-2646,32.79,-,0,-3234,0Shares,-1.92%,137781.39,98.03%
2014-10-21,,Cash,,,,,2709.39,,,,,,,,0
2014-10-22,,Cash,,,,,133327.37,,,,,,,,0
2014-10-23,,Cash,,,,,133327.37,,,,,,,,0
2014-10-24,,Cash,,,,,133327.37,,,,,,,,0
2014-10-27,Stock,欣旺达(300207.XSHE),Long,4500Shares,0Shares,30.74,138330,5670,29.48,-,0,5670,4500Shares,4.27%,138957.57,99.55%
2014-10-27,,Cash,,,,,627.57,,,,,,,,0
2014-10-28,Stock,欣旺达(300207.XSHE),Long,4500Shares,4500Shares,30.79,138555,5895,29.48,-,0,225,0Shares,4.44%,139182.57,99.55%
2014-10-28,,Cash,,,,,627.57,,,,,,,,0
2014-10-29,Stock,欣旺达(300207.XSHE),Long,4500Shares,4500Shares,31.13,140085,7425,29.48,-,0,1530,0Shares,5.6%,140712.57,99.55%
2014-10-29,,Cash,,,,,627.57,,,,,,,,0
2014-10-30,Stock,欣旺达(300207.XSHE),Long,4500Shares,4500Shares,29.83,134235,1575,29.48,-,0,-5850,0Shares,1.19%,134862.57,99.53%
2014-10-30,,Cash,,,,,627.57,,,,,,,,0
2014-10-31,Stock,欣旺达(300207.XSHE),Long,4500Shares,4500Shares,28.84,129780,-2880,29.48,-,0,-4455,0Shares,-2.17%,130407.57,99.52%
2014-10-31,,Cash,,,,,627.57,,,,,,,,0
2014-11-03,Stock,欣旺达(300207.XSHE),Long,4500Shares,4500Shares,29.13,131085,-1575,29.48,-,0,1305,0Shares,-1.19%,131712.57,99.52%
2014-11-03,,Cash,,,,,627.57,,,,,,,,0
2014-11-04,Stock,欣旺达(300207.XSHE),Long,4500Shares,4500Shares,29.58,133110,450,29.48,-,0,2025,0Shares,0.34%,133737.57,99.53%
2014-11-04,,Cash,,,,,627.57,,,,,,,,0
2014-11-05,Stock,欣旺达(300207.XSHE),Long,4500Shares,4500Shares,29.05,130725,-1935,29.48,-,0,-2385,0Shares,-1.46%,131352.57,99.52%
2014-11-05,,Cash,,,,,627.57,,,,,,,,0
2014-11-06,Stock,欣旺达(300207.XSHE),Long,4500Shares,4500Shares,29.85,134325,1665,29.48,-,0,3600,0Shares,1.26%,134952.57,99.53%
2014-11-06,,Cash,,,,,627.57,,,,,,,,0
2014-11-07,Stock,欣旺达(300207.XSHE),Long,4500Shares,4500Shares,29.45,132525,-135,29.48,-,0,-1800,0Shares,-0.1%,133152.57,99.53%
2014-11-07,,Cash,,,,,627.57,,,,,,,,0
2014-11-10,Stock,欣旺达(300207.XSHE),Long,4500Shares,4500Shares,29.84,134280,1620,29.48,-,0,1755,0Shares,1.22%,134907.57,99.53%
2014-11-10,,Cash,,,,,627.57,,,,,,,,0
2014-11-11,,Cash,,,,,128081.66,,,,,,,,0
2014-11-12,Stock,桐君阁(000591.XSHE),Long,5000Shares,0Shares,13.55,67750,3750,12.8,-,0,3750,5000Shares,5.86%,132663.56,51.07%
2014-11-12,Stock,横店东磁(002056.XSHE),Long,3000Shares,0Shares,21.29,63870,870,21,-,0,870,3000Shares,1.38%,132663.56,48.14%
2014-11-12,,Cash,,,,,1043.56,,,,,,,,0
2014-11-13,Stock,桐君阁(000591.XSHE),Long,5000Shares,5000Shares,13.3,66500,2500,12.8,-,0,-1250,0Shares,3.91%,129973.56,51.16%
2014-11-13,Stock,横店东磁(002056.XSHE),Long,3000Shares,3000Shares,20.81,62430,-570,21,-,0,-1440,0Shares,-0.9%,129973.56,48.03%
2014-11-13,,Cash,,,,,1043.56,,,,,,,,0
2014-11-14,Stock,桐君阁(000591.XSHE),Long,5000Shares,5000Shares,13.55,67750,3750,12.8,-,0,1250,0Shares,5.86%,131373.56,51.57%
2014-11-14,Stock,横店东磁(002056.XSHE),Long,3000Shares,3000Shares,20.86,62580,-420,21,-,0,150,0Shares,-0.67%,131373.56,47.64%
2014-11-14,,Cash,,,,,1043.56,,,,,,,,0
2014-11-17,Stock,桐君阁(000591.XSHE),Long,5000Shares,5000Shares,13.84,69200,5200,12.8,-,0,1450,0Shares,8.12%,133093.56,51.99%
2014-11-17,Stock,横店东磁(002056.XSHE),Long,3000Shares,3000Shares,20.95,62850,-150,21,-,0,270,0Shares,-0.24%,133093.56,47.22%
2014-11-17,,Cash,,,,,1043.56,,,,,,,,0
2014-11-18,Stock,桐君阁(000591.XSHE),Long,5000Shares,5000Shares,13.78,68900,4900,12.8,-,0,-300,0Shares,7.66%,133483.56,51.62%
2014-11-18,Stock,横店东磁(002056.XSHE),Long,3000Shares,3000Shares,21.18,63540,540,21,-,0,690,0Shares,0.86%,133483.56,47.6%
2014-11-18,,Cash,,,,,1043.56,,,,,,,,0
2014-11-19,Stock,桐君阁(000591.XSHE),Long,5000Shares,5000Shares,13.89,69450,5450,12.8,-,0,550,0Shares,8.52%,134100.76,51.79%
2014-11-19,,Cash,,,,,64650.76,,,,,,,,0
2014-11-20,Stock,桐君阁(000591.XSHE),Long,5000Shares,5000Shares,14.32,71600,7600,12.8,-,0,2150,0Shares,11.88%,136250.76,52.55%
2014-11-20,,Cash,,,,,64650.76,,,,,,,,0
2014-11-21,Stock,桐君阁(000591.XSHE),Long,5000Shares,5000Shares,14.28,71400,7400,12.8,-,0,-200,0Shares,11.56%,136050.76,52.48%
2014-11-21,,Cash,,,,,64650.76,,,,,,,,0
2014-11-24,Stock,桐君阁(000591.XSHE),Long,5000Shares,5000Shares,14.06,70300,6300,12.8,-,0,-1100,0Shares,9.84%,134950.76,52.09%
2014-11-24,,Cash,,,,,64650.76,,,,,,,,0
2014-11-25,Stock,桐君阁(000591.XSHE),Long,5000Shares,5000Shares,14.1,70500,6500,12.8,-,0,200,0Shares,10.16%,135150.76,52.16%
2014-11-25,,Cash,,,,,64650.76,,,,,,,,0
2014-11-26,Stock,桐君阁(000591.XSHE),Long,5000Shares,5000Shares,14.14,70700,6700,12.8,-,0,200,0Shares,10.47%,135350.76,52.23%
2014-11-26,,Cash,,,,,64650.76,,,,,,,,0
2014-11-27,,Cash,,,,,136007.88,,,,,,,,0
2014-11-28,,Cash,,,,,136007.88,,,,,,,,0
2014-12-01,,Cash,,,,,136007.88,,,,,,,,0
2014-12-02,,Cash,,,,,136007.88,,,,,,,,0
2014-12-03,,Cash,,,,,136007.88,,,,,,,,0
2014-12-04,,Cash,,,,,136007.88,,,,,,,,0
2014-12-05,,Cash,,,,,136007.88,,,,,,,,0
2014-12-08,,Cash,,,,,136007.88,,,,,,,,0
2014-12-09,,Cash,,,,,136007.88,,,,,,,,0
2014-12-10,Stock,欣旺达(300207.XSHE),Long,2600Shares,0Shares,27.49,71474,3588,26.11,-,0,3588,2600Shares,5.29%,141907.61,50.37%
2014-12-10,Stock,大华股份(002236.XSHE),Long,2800Shares,0Shares,24.54,68712,2352,23.7,-,0,2352,2800Shares,3.54%,141907.61,48.42%
2014-12-10,,Cash,,,,,1721.61,,,,,,,,0
2014-12-11,Stock,欣旺达(300207.XSHE),Long,2600Shares,2600Shares,27.7,72020,4134,26.11,-,0,546,0Shares,6.09%,143125.61,50.32%
2014-12-11,Stock,大华股份(002236.XSHE),Long,2800Shares,2800Shares,24.78,69384,3024,23.7,-,0,672,0Shares,4.56%,143125.61,48.48%
2014-12-11,,Cash,,,,,1721.61,,,,,,,,0
2014-12-12,Stock,欣旺达(300207.XSHE),Long,2600Shares,2600Shares,28.4,73840,5954,26.11,-,0,1820,0Shares,8.77%,144581.61,51.07%
2014-12-12,Stock,大华股份(002236.XSHE),Long,2800Shares,2800Shares,24.65,69020,2660,23.7,-,0,-364,0Shares,4.01%,144581.61,47.74%
2014-12-12,,Cash,,,,,1721.61,,,,,,,,0
2014-12-15,Stock,欣旺达(300207.XSHE),Long,2600Shares,2600Shares,28.89,75114,7228,26.11,-,0,1274,0Shares,10.65%,147115.61,51.06%
2014-12-15,Stock,大华股份(002236.XSHE),Long,2800Shares,2800Shares,25.1,70280,3920,23.7,-,0,1260,0Shares,5.91%,147115.61,47.77%
2014-12-15,,Cash,,,,,1721.61,,,,,,,,0
2014-12-16,Stock,欣旺达(300207.XSHE),Long,2600Shares,2600Shares,27.8,72280,4394,26.11,-,0,-2834,0Shares,6.47%,142993.61,50.55%
2014-12-16,Stock,大华股份(002236.XSHE),Long,2800Shares,2800Shares,24.64,68992,2632,23.7,-,0,-1288,0Shares,3.97%,142993.61,48.25%
2014-12-16,,Cash,,,,,1721.61,,,,,,,,0
2014-12-17,Stock,欣旺达(300207.XSHE),Long,2600Shares,2600Shares,27.3,70980,3094,26.11,-,0,-1300,0Shares,4.56%,139817.61,50.77%
2014-12-17,Stock,大华股份(002236.XSHE),Long,2800Shares,2800Shares,23.97,67116,756,23.7,-,0,-1876,0Shares,1.14%,139817.61,48%
2014-12-17,,Cash,,,,,1721.61,,,,,,,,0
2014-12-18,Stock,欣旺达(300207.XSHE),Long,2600Shares,2600Shares,26.8,69680,1794,26.11,-,0,-1300,0Shares,2.64%,137817.61,50.56%
2014-12-18,Stock,大华股份(002236.XSHE),Long,2800Shares,2800Shares,23.72,66416,56,23.7,-,0,-700,0Shares,0.08%,137817.61,48.19%
2014-12-18,,Cash,,,,,1721.61,,,,,,,,0
2014-12-19,Stock,欣旺达(300207.XSHE),Long,2600Shares,2600Shares,26.2,68120,234,26.11,-,0,-1560,0Shares,0.34%,135165.61,50.4%
2014-12-19,Stock,大华股份(002236.XSHE),Long,2800Shares,2800Shares,23.33,65324,-1036,23.7,-,0,-1092,0Shares,-1.56%,135165.61,48.33%
2014-12-19,,Cash,,,,,1721.61,,,,,,,,0
2014-12-22,Stock,东方精工(002611.XSHE),Long,100Shares,0Shares,13.07,1307,-110,14.17,-,0,-110,100Shares,-7.76%,125469.37,1.04%
2014-12-22,,Cash,,,,,124162.37,,,,,,,,0
2014-12-23,Stock,欣旺达(300207.XSHE),Long,5200Shares,0Shares,24.65,128180,5460,23.6,-,0,5460,5200Shares,4.45%,130894.24,97.93%
2014-12-23,,Cash,,,,,2714.24,,,,,,,,0
2014-12-24,Stock,欣旺达(300207.XSHE),Long,5200Shares,5200Shares,26.23,136396,13676,23.6,-,0,8216,0Shares,11.14%,139110.24,98.05%
2014-12-24,,Cash,,,,,2714.24,,,,,,,,0
2014-12-25,Stock,欣旺达(300207.XSHE),Long,5200Shares,5200Shares,26.09,135668,12948,23.6,-,0,-728,0Shares,10.55%,138429.24,98.01%
2014-12-25,Stock,深圳能源(000027.XSHE),Long,100Shares,0Shares,10.89,1089,37,10.52,-,0,37,100Shares,3.52%,138429.24,0.79%
2014-12-25,Stock,中航黑豹(600760.XSHG),Long,100Shares,0Shares,11.5,1150,20,11.3,-,0,20,100Shares,1.77%,138429.24,0.83%
2014-12-25,,Cash,,,,,522.24,,,,,,,,0
2014-12-26,Stock,欣旺达(300207.XSHE),Long,5200Shares,5200Shares,26.05,135460,12740,23.6,-,0,-208,0Shares,10.38%,138273.24,97.97%
2014-12-26,Stock,深圳能源(000027.XSHE),Long,100Shares,100Shares,11.39,1139,87,10.52,-,0,50,0Shares,8.27%,138273.24,0.82%
2014-12-26,Stock,中航黑豹(600760.XSHG),Long,100Shares,100Shares,11.52,1152,22,11.3,-,0,2,0Shares,1.95%,138273.24,0.83%
2014-12-26,,Cash,,,,,522.24,,,,,,,,0
2014-12-29,Stock,欣旺达(300207.XSHE),Long,5200Shares,5200Shares,26.28,136656,13936,23.6,-,0,1196,0Shares,11.36%,139404.24,98.03%
2014-12-29,Stock,深圳能源(000027.XSHE),Long,100Shares,100Shares,11.13,1113,61,10.52,-,0,-26,0Shares,5.8%,139404.24,0.8%
2014-12-29,Stock,中航黑豹(600760.XSHG),Long,100Shares,100Shares,11.13,1113,-17,11.3,-,0,-39,0Shares,-1.5%,139404.24,0.8%
2014-12-29,,Cash,,,,,522.24,,,,,,,,0
2014-12-30,Stock,欣旺达(300207.XSHE),Long,5200Shares,5200Shares,25.63,133276,10556,23.6,-,0,-3380,0Shares,8.6%,135990.15,98%
2014-12-30,Stock,深圳能源(000027.XSHE),Long,100Shares,100Shares,11.07,1107,55,10.52,-,0,-6,0Shares,5.23%,135990.15,0.81%
2014-12-30,,Cash,,,,,1607.15,,,,,,,,0
2014-12-31,Stock,欣旺达(300207.XSHE),Long,5200Shares,5200Shares,25.71,133692,10972,23.6,-,0,416,0Shares,8.94%,136415.15,98%
2014-12-31,Stock,深圳能源(000027.XSHE),Long,100Shares,100Shares,11.16,1116,64,10.52,-,0,9,0Shares,6.08%,136415.15,0.82%
2014-12-31,,Cash,,,,,1607.15,,,,,,,,0
2015-01-05,Stock,欣旺达(300207.XSHE),Long,5200Shares,5200Shares,25.1,130520,7800,23.6,-,0,-3172,0Shares,6.36%,133265.15,97.94%
2015-01-05,Stock,深圳能源(000027.XSHE),Long,100Shares,100Shares,11.38,1138,86,10.52,-,0,22,0Shares,8.17%,133265.15,0.85%
2015-01-05,,Cash,,,,,1607.15,,,,,,,,0
2015-01-06,Stock,欣旺达(300207.XSHE),Long,5200Shares,5200Shares,25.9,134680,11960,23.6,-,0,4160,0Shares,9.75%,137402.03,98.02%
2015-01-06,,Cash,,,,,2722.03,,,,,,,,0
2015-01-07,,Cash,,,,,133643.61,,,,,,,,0
2015-01-08,,Cash,,,,,133643.61,,,,,,,,0
2015-01-09,,Cash,,,,,133643.61,,,,,,,,0
2015-01-12,,Cash,,,,,133643.61,,,,,,,,0
2015-01-13,,Cash,,,,,133643.61,,,,,,,,0
2015-01-14,,Cash,,,,,133643.61,,,,,,,,0
2015-01-15,Stock,中国铝业(601600.XSHG),Long,11900Shares,0Shares,5.82,69258,2618,5.6,-,0,2618,11900Shares,3.93%,140181.69,49.41%
2015-01-15,Stock,中国远洋(601919.XSHG),Long,9900Shares,0Shares,7.11,70389,3960,6.71,-,0,3960,9900Shares,5.96%,140181.69,50.21%
2015-01-15,,Cash,,,,,534.69,,,,,,,,0
2015-01-16,Stock,中国铝业(601600.XSHG),Long,11900Shares,11900Shares,5.84,69496,2856,5.6,-,0,238,0Shares,4.29%,140023.69,49.63%
2015-01-16,Stock,中国远洋(601919.XSHG),Long,9900Shares,9900Shares,7.07,69993,3564,6.71,-,0,-396,0Shares,5.37%,140023.69,49.99%
2015-01-16,,Cash,,,,,534.69,,,,,,,,0
2015-01-19,Stock,中国铝业(601600.XSHG),Long,11900Shares,11900Shares,5.26,62594,-4046,5.6,-,0,-6902,0Shares,-6.07%,126092.69,49.64%
2015-01-19,Stock,中国远洋(601919.XSHG),Long,9900Shares,9900Shares,6.36,62964,-3465,6.71,-,0,-7029,0Shares,-5.22%,126092.69,49.93%
2015-01-19,,Cash,,,,,534.69,,,,,,,,0
2015-01-20,,Cash,,,,,127552.35,,,,,,,,0
2015-01-21,Stock,中国远洋(601919.XSHG),Long,3900Shares,0Shares,6.77,26403,1170,6.47,-,0,1170,3900Shares,4.64%,132404.54,19.94%
2015-01-21,Stock,中国铝业(601600.XSHG),Long,4700Shares,0Shares,5.61,26367,1175,5.36,-,0,1175,4700Shares,4.66%,132404.54,19.91%
2015-01-21,Stock,深圳能源(000027.XSHE),Long,2500Shares,0Shares,10.49,26225,1000,10.09,-,0,1000,2500Shares,3.96%,132404.54,19.81%
2015-01-21,Stock,中国化学(601117.XSHG),Long,3100Shares,0Shares,8.44,26164,899,8.15,-,0,899,3100Shares,3.56%,132404.54,19.76%
2015-01-21,Stock,巨化股份(600160.XSHG),Long,3800Shares,0Shares,6.78,25764,646,6.61,-,0,646,3800Shares,2.57%,132404.54,19.46%
2015-01-21,,Cash,,,,,1481.54,,,,,,,,0
2015-01-22,Stock,巨化股份(600160.XSHG),Long,3800Shares,3800Shares,6.95,26410,1292,6.61,-,0,646,0Shares,5.14%,134449.84,19.64%
2015-01-22,,Cash,,,,,108039.84,,,,,,,,0
2015-01-23,Stock,巨化股份(600160.XSHG),Long,3800Shares,3800Shares,6.92,26296,1178,6.61,-,0,-114,0Shares,4.69%,134335.84,19.57%
2015-01-23,,Cash,,,,,108039.84,,,,,,,,0
2015-01-26,Stock,巨化股份(600160.XSHG),Long,3800Shares,3800Shares,7.15,27170,2052,6.61,-,0,874,0Shares,8.17%,135209.84,20.09%
2015-01-26,,Cash,,,,,108039.84,,,,,,,,0
2015-01-27,Stock,巨化股份(600160.XSHG),Long,3800Shares,3800Shares,7.45,28310,3192,6.61,-,0,1140,0Shares,12.71%,136349.84,20.76%
2015-01-27,,Cash,,,,,108039.84,,,,,,,,0
2015-01-28,Stock,巨化股份(600160.XSHG),Long,3800Shares,3800Shares,7.28,27664,2546,6.61,-,0,-646,0Shares,10.14%,135703.84,20.39%
2015-01-28,,Cash,,,,,108039.84,,,,,,,,0
2015-01-29,Stock,巨化股份(600160.XSHG),Long,3800Shares,3800Shares,7.21,27398,2280,6.61,-,0,-266,0Shares,9.08%,135437.84,20.23%
2015-01-29,,Cash,,,,,108039.84,,,,,,,,0
2015-01-30,Stock,巨化股份(600160.XSHG),Long,3800Shares,3800Shares,7.08,26904,1786,6.61,-,0,-494,0Shares,7.11%,134943.84,19.94%
2015-01-30,,Cash,,,,,108039.84,,,,,,,,0
2015-02-02,Stock,巨化股份(600160.XSHG),Long,3800Shares,3800Shares,7.27,27626,2508,6.61,-,0,722,0Shares,9.98%,135665.84,20.36%
2015-02-02,,Cash,,,,,108039.84,,,,,,,,0
2015-02-03,Stock,巨化股份(600160.XSHG),Long,3800Shares,3800Shares,7.28,27664,2546,6.61,-,0,38,0Shares,10.14%,138999.47,19.9%
2015-02-03,Stock,国信证券(002736.XSHE),Long,5200Shares,0Shares,21.39,111228,3328,20.75,-,0,3328,5200Shares,3.08%,138999.47,80.02%
2015-02-03,,Cash,,,,,107.47,,,,,,,,0
2015-02-04,Stock,巨化股份(600160.XSHG),Long,3800Shares,3800Shares,7.24,27512,2394,6.61,-,0,-152,0Shares,9.53%,134219.47,20.5%
2015-02-04,Stock,国信证券(002736.XSHE),Long,5200Shares,5200Shares,20.5,106600,-1300,20.75,-,0,-4628,0Shares,-1.2%,134219.47,79.42%
2015-02-04,,Cash,,,,,107.47,,,,,,,,0
2015-02-05,Stock,巨化股份(600160.XSHG),Long,3800Shares,3800Shares,7.01,26638,1520,6.61,-,0,-874,0Shares,6.05%,132253.47,20.14%
2015-02-05,Stock,国信证券(002736.XSHE),Long,5200Shares,5200Shares,20.29,105508,-2392,20.75,-,0,-1092,0Shares,-2.22%,132253.47,79.78%
2015-02-05,,Cash,,,,,107.47,,,,,,,,0
2015-02-06,Stock,巨化股份(600160.XSHG),Long,3800Shares,3800Shares,6.81,25878,760,6.61,-,0,-760,0Shares,3.03%,129902.2,19.92%
2015-02-06,,Cash,,,,,104024.2,,,,,,,,0
2015-02-09,Stock,巨化股份(600160.XSHG),Long,3800Shares,3800Shares,6.81,25878,760,6.61,-,0,0,0Shares,3.03%,129786.32,19.94%
2015-02-09,Stock,华能国际(600011.XSHG),Long,7200Shares,0Shares,7.19,51768,360,7.14,-,0,360,7200Shares,0.7%,129786.32,39.89%
2015-02-09,Stock,中国远洋(601919.XSHG),Long,8900Shares,0Shares,5.74,51086,-445,5.79,-,0,-445,8900Shares,-0.86%,129786.32,39.36%
2015-02-09,,Cash,,,,,1054.32,,,,,,,,0
2015-02-10,Stock,巨化股份(600160.XSHG),Long,3800Shares,3800Shares,6.86,26068,950,6.61,-,0,190,0Shares,3.78%,132984.32,19.6%
2015-02-10,Stock,华能国际(600011.XSHG),Long,7200Shares,7200Shares,7.41,53352,1944,7.14,-,0,1584,0Shares,3.78%,132984.32,40.12%
2015-02-10,Stock,中国远洋(601919.XSHG),Long,8900Shares,8900Shares,5.9,52510,979,5.79,-,0,1424,0Shares,1.9%,132984.32,39.49%
2015-02-10,,Cash,,,,,1054.32,,,,,,,,0
2015-02-11,Stock,巨化股份(600160.XSHG),Long,3800Shares,3800Shares,6.78,25764,646,6.61,-,0,-304,0Shares,2.57%,133002.32,19.37%
2015-02-11,Stock,华能国际(600011.XSHG),Long,7200Shares,7200Shares,7.43,53496,2088,7.14,-,0,144,0Shares,4.06%,133002.32,40.22%
2015-02-11,Stock,中国远洋(601919.XSHG),Long,8900Shares,8900Shares,5.92,52688,1157,5.79,-,0,178,0Shares,2.25%,133002.32,39.61%
2015-02-11,,Cash,,,,,1054.32,,,,,,,,0
2015-02-12,Stock,巨化股份(600160.XSHG),Long,3800Shares,3800Shares,6.77,25726,608,6.61,-,0,-38,0Shares,2.42%,133553.32,19.26%
2015-02-12,Stock,华能国际(600011.XSHG),Long,7200Shares,7200Shares,7.45,53640,2232,7.14,-,0,144,0Shares,4.34%,133553.32,40.16%
2015-02-12,Stock,中国远洋(601919.XSHG),Long,8900Shares,8900Shares,5.97,53133,1602,5.79,-,0,445,0Shares,3.11%,133553.32,39.78%
2015-02-12,,Cash,,,,,1054.32,,,,,,,,0
2015-02-13,Stock,巨化股份(600160.XSHG),Long,3800Shares,3800Shares,6.93,26334,1216,6.61,-,0,608,0Shares,4.84%,135428.32,19.44%
2015-02-13,Stock,华能国际(600011.XSHG),Long,7200Shares,7200Shares,7.49,53928,2520,7.14,-,0,288,0Shares,4.9%,135428.32,39.82%
2015-02-13,Stock,中国远洋(601919.XSHG),Long,8900Shares,8900Shares,6.08,54112,2581,5.79,-,0,979,0Shares,5.01%,135428.32,39.96%
2015-02-13,,Cash,,,,,1054.32,,,,,,,,0
2015-02-16,Stock,巨化股份(600160.XSHG),Long,3800Shares,3800Shares,7.04,26752,1634,6.61,-,0,418,0Shares,6.51%,135486.32,19.75%
2015-02-16,Stock,华能国际(600011.XSHG),Long,7200Shares,7200Shares,7.44,53568,2160,7.14,-,0,-360,0Shares,4.2%,135486.32,39.54%
2015-02-16,Stock,中国远洋(601919.XSHG),Long,8900Shares,8900Shares,6.08,54112,2581,5.79,-,0,0,0Shares,5.01%,135486.32,39.94%
2015-02-16,,Cash,,,,,1054.32,,,,,,,,0
2015-02-17,Stock,巨化股份(600160.XSHG),Long,3800Shares,3800Shares,7.25,27550,2432,6.61,-,0,798,0Shares,9.68%,137267.32,20.07%
2015-02-17,Stock,华能国际(600011.XSHG),Long,7200Shares,7200Shares,7.49,53928,2520,7.14,-,0,360,0Shares,4.9%,137267.32,39.29%
2015-02-17,Stock,中国远洋(601919.XSHG),Long,8900Shares,8900Shares,6.15,54735,3204,5.79,-,0,623,0Shares,6.22%,137267.32,39.87%
2015-02-17,,Cash,,,,,1054.32,,,,,,,,0
2015-02-25,Stock,巨化股份(600160.XSHG),Long,3800Shares,3800Shares,7.41,28158,3040,6.61,-,0,608,0Shares,12.1%,137116.32,20.54%
2015-02-25,Stock,华能国际(600011.XSHG),Long,7200Shares,7200Shares,7.57,54504,3096,7.14,-,0,576,0Shares,6.02%,137116.32,39.75%
2015-02-25,Stock,中国远洋(601919.XSHG),Long,8900Shares,8900Shares,6,53400,1869,5.79,-,0,-1335,0Shares,3.63%,137116.32,38.95%
2015-02-25,,Cash,,,,,1054.32,,,,,,,,0
2015-02-26,Stock,巨化股份(600160.XSHG),Long,3800Shares,3800Shares,7.41,28158,3040,6.61,-,0,0,0Shares,12.1%,140192.32,20.09%
2015-02-26,Stock,华能国际(600011.XSHG),Long,7200Shares,7200Shares,7.75,55800,4392,7.14,-,0,1296,0Shares,8.54%,140192.32,39.8%
2015-02-26,Stock,中国远洋(601919.XSHG),Long,8900Shares,8900Shares,6.2,55180,3649,5.79,-,0,1780,0Shares,7.08%,140192.32,39.36%
2015-02-26,,Cash,,,,,1054.32,,,,,,,,0
2015-02-27,Stock,巨化股份(600160.XSHG),Long,3800Shares,3800Shares,7.47,28386,3268,6.61,-,0,228,0Shares,13.01%,140060.32,20.27%
2015-02-27,Stock,华能国际(600011.XSHG),Long,7200Shares,7200Shares,7.7,55440,4032,7.14,-,0,-360,0Shares,7.84%,140060.32,39.58%
2015-02-27,Stock,中国远洋(601919.XSHG),Long,8900Shares,8900Shares,6.2,55180,3649,5.79,-,0,0,0Shares,7.08%,140060.32,39.4%
2015-02-27,,Cash,,,,,1054.32,,,,,,,,0
2015-03-02,Stock,华能国际(600011.XSHG),Long,7200Shares,7200Shares,7.79,56088,4680,7.14,-,0,648,0Shares,9.1%,141634.63,39.6%
2015-03-02,Stock,中国远洋(601919.XSHG),Long,8900Shares,8900Shares,6.24,55536,4005,5.79,-,0,356,0Shares,7.77%,141634.63,39.21%
2015-03-02,,Cash,,,,,30010.63,,,,,,,,0
2015-03-03,Stock,华能国际(600011.XSHG),Long,7200Shares,7200Shares,7.52,54144,2736,7.14,-,0,-1944,0Shares,5.32%,139067.63,38.93%
2015-03-03,Stock,中国远洋(601919.XSHG),Long,8900Shares,8900Shares,6.17,54913,3382,5.79,-,0,-623,0Shares,6.56%,139067.63,39.49%
2015-03-03,,Cash,,,,,30010.63,,,,,,,,0
2015-03-04,Stock,华能国际(600011.XSHG),Long,7200Shares,7200Shares,7.52,54144,2736,7.14,-,0,0,0Shares,5.32%,138889.63,38.98%
2015-03-04,Stock,中国远洋(601919.XSHG),Long,8900Shares,8900Shares,6.15,54735,3204,5.79,-,0,-178,0Shares,6.22%,138889.63,39.41%
2015-03-04,,Cash,,,,,30010.63,,,,,,,,0
2015-03-05,Stock,华能国际(600011.XSHG),Long,7200Shares,7200Shares,7.39,53208,1800,7.14,-,0,-936,0Shares,3.5%,136173.63,39.07%
2015-03-05,Stock,中国远洋(601919.XSHG),Long,8900Shares,8900Shares,5.95,52955,1424,5.79,-,0,-1780,0Shares,2.76%,136173.63,38.89%
2015-03-05,,Cash,,,,,30010.63,,,,,,,,0
2015-03-06,Stock,华能国际(600011.XSHG),Long,7200Shares,7200Shares,7.42,53424,2016,7.14,-,0,216,0Shares,3.92%,138347.63,38.62%
2015-03-06,Stock,中国远洋(601919.XSHG),Long,8900Shares,8900Shares,6.17,54913,3382,5.79,-,0,1958,0Shares,6.56%,138347.63,39.69%
2015-03-06,,Cash,,,,,30010.63,,,,,,,,0
2015-03-09,Stock,华能国际(600011.XSHG),Long,7200Shares,7200Shares,7.52,54144,2736,7.14,-,0,720,0Shares,5.32%,139245.63,38.88%
2015-03-09,Stock,中国远洋(601919.XSHG),Long,8900Shares,8900Shares,6.19,55091,3560,5.79,-,0,178,0Shares,6.91%,139245.63,39.56%
2015-03-09,,Cash,,,,,30010.63,,,,,,,,0
2015-03-10,Stock,中国远洋(601919.XSHG),Long,8900Shares,8900Shares,6.26,55714,4183,5.79,-,0,623,0Shares,8.12%,140157.77,39.75%
2015-03-10,,Cash,,,,,84443.77,,,,,,,,0
2015-03-11,Stock,中国远洋(601919.XSHG),Long,8900Shares,8900Shares,6.29,55981,4450,5.79,-,0,267,0Shares,8.64%,140424.77,39.87%
2015-03-11,,Cash,,,,,84443.77,,,,,,,,0
