"Date","AssetType","Security","Side","Quantity","AvailableQuantity","CloseOrSettlementPrice","MarketValue","UnrealizedPnL","AverageOpenPrice","AverageHoldingPriceFutures","Margin","DailyPnL","TodayQuantity","PnLRatio","PositionRatio"
"2013-12-10","","Cash","","","","","3993.1","","","","","","","","0"
"2013-12-11","Equity","601158.XSHG","Long","6300 shares","6200 shares","6.4","40320","1301","6.193","-","0","-63","100 shares","3.33%","203074.07"
"2013-12-11","Equity","601006.XSHG","Long","5100 shares","0 shares","7.85","40035","-306","7.91","-","0","-306","5100 shares","-0.76%","203074.07"
"2013-12-11","Equity","600809.XSHG","Long","2000 shares","0 shares","20.35","40700","720","19.99","-","0","720","2000 shares","1.8%","203074.07"
"2013-12-11","Equity","000623.XSHE","Long","2200 shares","0 shares","17.74","39028","-1144","18.26","-","0","-1144","2200 shares","-2.85%","203074.07"
"2013-12-11","Equity","000883.XSHE","Long","6800 shares","0 shares","6.15","41820","1360","5.95","-","0","1360","6800 shares","3.36%","203074.07"
"2013-12-11","","Cash","","","","","1171.07","","","","","","","","0"
"2013-12-12","Equity","601158.XSHG","Long","6300 shares","6300 shares","6.4","40320","1301","6.193","-","0","0","0 shares","3.33%","203332.07"
"2013-12-12","Equity","601006.XSHG","Long","5100 shares","5100 shares","7.67","39117","-1224","7.91","-","0","-918","0 shares","-3.03%","203332.07"
"2013-12-12","Equity","600809.XSHG","Long","2000 shares","2000 shares","19.97","39940","-40","19.99","-","0","-760","0 shares","-0.1%","203332.07"
"2013-12-12","Equity","000623.XSHE","Long","2200 shares","2200 shares","17.6","38720","-1452","18.26","-","0","-308","0 shares","-3.61%","203332.07"
"2013-12-12","Equity","000883.XSHE","Long","6800 shares","6800 shares","6.48","44064","3604","5.95","-","0","2244","0 shares","8.91%","203332.07"
"2013-12-12","","Cash","","","","","1171.07","","","","","","","","0"
"2013-12-13","Equity","601158.XSHG","Long","6300 shares","6300 shares","6.43","40509","1490","6.193","-","0","189","0 shares","3.82%","203695.07"
"2013-12-13","Equity","601006.XSHG","Long","5100 shares","5100 shares","7.63","38913","-1428","7.91","-","0","-204","0 shares","-3.54%","203695.07"
"2013-12-13","Equity","600809.XSHG","Long","2000 shares","2000 shares","19.73","39460","-520","19.99","-","0","-480","0 shares","-1.3%","203695.07"
"2013-12-13","Equity","000623.XSHE","Long","2200 shares","2200 shares","17.65","38830","-1342","18.26","-","0","110","0 shares","-3.34%","203695.07"
"2013-12-13","Equity","000883.XSHE","Long","6800 shares","6800 shares","6.59","44812","4352","5.95","-","0","748","0 shares","10.76%","203695.07"
"2013-12-13","","Cash","","","","","1171.07","","","","","","","","0"
"2013-12-16","Equity","601158.XSHG","Long","6300 shares","6300 shares","6.24","39312","293","6.193","-","0","-1197","0 shares","0.75%","200462.07"
"2013-12-16","Equity","601006.XSHG","Long","5100 shares","5100 shares","7.49","38199","-2142","7.91","-","0","-714","0 shares","-5.31%","200462.07"
"2013-12-16","Equity","600809.XSHG","Long","2000 shares","2000 shares","18.95","37900","-2080","19.99","-","0","-1560","0 shares","-5.2%","200462.07"
"2013-12-16","Equity","000623.XSHE","Long","2200 shares","2200 shares","17.14","37708","-2464","18.26","-","0","-1122","0 shares","-6.13%","200462.07"
"2013-12-16","Equity","000883.XSHE","Long","6800 shares","6800 shares","6.79","46172","5712","5.95","-","0","1360","0 shares","14.12%","200462.07"
"2013-12-16","","Cash","","","","","1171.07","","","","","","","","0"
