Date,Security_Type,Symbol,Side,Quantity,Available_Qty,Close_Price,Market_Value,Floating_PnL,Avg_Open_Price,Avg_Position_Price,Margin,Daily_PnL,Today_Lots,PnL_Ratio,Position_Weight
2024-06-19,Stock,南山铝业(600219.XSHG),Long,900Shares,900Shares,3.78,3402,-99,3.89,-,0,0,0Shares,-2.83%,110891.4,3.07%
2024-06-19,Stock,中国广核(003816.XSHE),Long,1600Shares,1600Shares,4.33,6928,128,4.25,-,0,-32,0Shares,1.88%,110891.4,6.25%
2024-06-19,,Cash,,,,,77921.4,,,,,,,,0
2024-06-20,Stock,川投能源(600674.XSHG),Long,1200Shares,200Shares,18.2,21840,244,17.997,-,0,324,1000Shares,1.13%,112309.9,19.45%
2024-06-20,Stock,中国神华(601088.XSHG),Long,500Shares,200Shares,44.63,22315,830,42.97,-,0,604,300Shares,3.86%,112309.9,19.87%
2024-06-20,Stock,中国移动(600941.XSHG),Long,200Shares,0Shares,101.5,20300,12,101.44,-,0,12,200Shares,0.06%,112309.9,18.07%
2024-06-20,Stock,中国海油(600938.XSHG),Long,700Shares,0Shares,32.04,22428,308,31.6,-,0,308,700Shares,1.39%,112309.9,19.97%
2024-06-20,Stock,亿联网络(300628.XSHE),Long,500Shares,0Shares,38.17,19085,215,37.74,-,0,215,500Shares,1.14%,112309.9,16.99%
2024-06-20,,Cash,,,,,6341.9,,,,,,,,0
2024-06-21,Stock,川投能源(600674.XSHG),Long,1200Shares,1200Shares,18.02,21624,28,17.997,-,0,-216,0Shares,0.13%,112190.9,19.27%
2024-06-21,Stock,中国神华(601088.XSHG),Long,500Shares,500Shares,44.11,22055,570,42.97,-,0,-260,0Shares,2.65%,112190.9,19.66%
2024-06-21,Stock,中国移动(600941.XSHG),Long,200Shares,200Shares,102.55,20510,222,101.44,-,0,210,0Shares,1.09%,112190.9,18.28%
2024-06-21,Stock,中国海油(600938.XSHG),Long,700Shares,700Shares,32,22400,280,31.6,-,0,-28,0Shares,1.27%,112190.9,19.97%
2024-06-21,Stock,亿联网络(300628.XSHE),Long,500Shares,500Shares,38.52,19260,390,37.74,-,0,175,0Shares,2.07%,112190.9,17.17%
2024-06-21,,Cash,,,,,6341.9,,,,,,,,0
2024-06-24,Stock,川投能源(600674.XSHG),Long,1200Shares,1200Shares,18.34,22008,412,17.997,-,0,384,0Shares,1.91%,111993.9,19.65%
2024-06-24,Stock,中国神华(601088.XSHG),Long,500Shares,500Shares,44.25,22125,640,42.97,-,0,70,0Shares,2.98%,111993.9,19.76%
2024-06-24,Stock,中国移动(600941.XSHG),Long,200Shares,200Shares,102.5,20500,212,101.44,-,0,-10,0Shares,1.04%,111993.9,18.3%
2024-06-24,Stock,中国海油(600938.XSHG),Long,700Shares,700Shares,32.47,22729,609,31.6,-,0,329,0Shares,2.75%,111993.9,20.29%
2024-06-24,Stock,亿联网络(300628.XSHE),Long,500Shares,500Shares,36.58,18290,-580,37.74,-,0,-970,0Shares,-3.07%,111993.9,16.33%
2024-06-24,,Cash,,,,,6341.9,,,,,,,,0
2024-06-25,Stock,川投能源(600674.XSHG),Long,1200Shares,1200Shares,18.24,21888,292,17.997,-,0,-120,0Shares,1.35%,111221.9,19.68%
2024-06-25,Stock,中国神华(601088.XSHG),Long,500Shares,500Shares,43.93,21965,480,42.97,-,0,-160,0Shares,2.23%,111221.9,19.75%
2024-06-25,Stock,中国移动(600941.XSHG),Long,200Shares,200Shares,102.4,20480,192,101.44,-,0,-20,0Shares,0.95%,111221.9,18.41%
2024-06-25,Stock,中国海油(600938.XSHG),Long,700Shares,700Shares,32.26,22582,462,31.6,-,0,-147,0Shares,2.09%,111221.9,20.3%
2024-06-25,Stock,亿联网络(300628.XSHE),Long,500Shares,500Shares,35.93,17965,-905,37.74,-,0,-325,0Shares,-4.8%,111221.9,16.15%
2024-06-25,,Cash,,,,,6341.9,,,,,,,,0
2024-06-26,Stock,川投能源(600674.XSHG),Long,1200Shares,1200Shares,18.23,21876,280,17.997,-,0,-12,0Shares,1.3%,111200.9,19.67%
2024-06-26,Stock,中国神华(601088.XSHG),Long,500Shares,500Shares,43.75,21875,390,42.97,-,0,-90,0Shares,1.82%,111200.9,19.67%
2024-06-26,Stock,中国移动(600941.XSHG),Long,200Shares,200Shares,102.66,20532,244,101.44,-,0,52,0Shares,1.2%,111200.9,18.46%
2024-06-26,Stock,中国海油(600938.XSHG),Long,700Shares,700Shares,31.98,22386,266,31.6,-,0,-196,0Shares,1.2%,111200.9,20.13%
2024-06-26,Stock,亿联网络(300628.XSHE),Long,500Shares,500Shares,36.38,18190,-680,37.74,-,0,225,0Shares,-3.6%,111200.9,16.36%
2024-06-26,,Cash,,,,,6341.9,,,,,,,,0
2024-06-27,Stock,川投能源(600674.XSHG),Long,1200Shares,1200Shares,18.44,22128,532,17.997,-,0,252,0Shares,2.46%,111678.9,19.81%
2024-06-27,Stock,中国神华(601088.XSHG),Long,500Shares,500Shares,43.5,21750,265,42.97,-,0,-125,0Shares,1.23%,111678.9,19.48%
2024-06-27,Stock,中国移动(600941.XSHG),Long,200Shares,200Shares,104.79,20958,670,101.44,-,0,426,0Shares,3.3%,111678.9,18.77%
2024-06-27,Stock,中国海油(600938.XSHG),Long,700Shares,700Shares,32.08,22456,336,31.6,-,0,70,0Shares,1.52%,111678.9,20.11%
2024-06-27,Stock,亿联网络(300628.XSHE),Long,500Shares,500Shares,36.09,18045,-825,37.74,-,0,-145,0Shares,-4.37%,111678.9,16.16%
2024-06-27,,Cash,,,,,6341.9,,,,,,,,0
2024-06-28,Stock,川投能源(600674.XSHG),Long,1200Shares,1200Shares,18.75,22500,904,17.997,-,0,372,0Shares,4.19%,114011.9,19.73%
2024-06-28,Stock,中国神华(601088.XSHG),Long,500Shares,500Shares,44.37,22185,700,42.97,-,0,435,0Shares,3.26%,114011.9,19.46%
2024-06-28,Stock,中国移动(600941.XSHG),Long,200Shares,200Shares,107.5,21500,1212,101.44,-,0,542,0Shares,5.97%,114011.9,18.86%
2024-06-28,Stock,中国海油(600938.XSHG),Long,700Shares,700Shares,33,23100,980,31.6,-,0,644,0Shares,4.43%,114011.9,20.26%
2024-06-28,Stock,亿联网络(300628.XSHE),Long,500Shares,500Shares,36.77,18385,-485,37.74,-,0,340,0Shares,-2.57%,114011.9,16.13%
2024-06-28,,Cash,,,,,6341.9,,,,,,,,0
2024-07-01,Stock,川投能源(600674.XSHG),Long,1200Shares,1200Shares,19.2,23040,1444,17.997,-,0,540,0Shares,6.69%,114991.9,20.04%
2024-07-01,Stock,中国神华(601088.XSHG),Long,500Shares,500Shares,45.28,22640,1155,42.97,-,0,455,0Shares,5.38%,114991.9,19.69%
2024-07-01,Stock,中国移动(600941.XSHG),Long,200Shares,200Shares,107.46,21492,1204,101.44,-,0,-8,0Shares,5.93%,114991.9,18.69%
2024-07-01,Stock,中国海油(600938.XSHG),Long,700Shares,700Shares,34.04,23828,1708,31.6,-,0,728,0Shares,7.72%,114991.9,20.72%
2024-07-01,Stock,亿联网络(300628.XSHE),Long,500Shares,500Shares,35.3,17650,-1220,37.74,-,0,-735,0Shares,-6.47%,114991.9,15.35%
2024-07-01,,Cash,,,,,6341.9,,,,,,,,0
2024-07-02,Stock,川投能源(600674.XSHG),Long,1200Shares,1200Shares,19.65,23580,1984,17.997,-,0,540,0Shares,9.19%,116841.79,20.18%
2024-07-02,Stock,中国神华(601088.XSHG),Long,500Shares,500Shares,45.8,22900,1415,42.97,-,0,260,0Shares,6.59%,116841.79,19.6%
2024-07-02,Stock,中国移动(600941.XSHG),Long,200Shares,200Shares,108.92,21784,1496,101.44,-,0,292,0Shares,7.37%,116841.79,18.64%
2024-07-02,Stock,中国海油(600938.XSHG),Long,700Shares,700Shares,35.14,24598,2478,31.6,-,0,770,0Shares,11.2%,116841.79,21.05%
2024-07-02,Stock,亿联网络(300628.XSHE),Long,300Shares,300Shares,35.14,10542,-780,37.74,-,0,-48,0Shares,-6.89%,116841.79,9.02%
2024-07-02,,Cash,,,,,13437.79,,,,,,,,0
2024-07-03,Stock,川投能源(600674.XSHG),Long,1200Shares,1200Shares,19.71,23652,2056,17.997,-,0,72,0Shares,9.52%,116468.28,20.31%
2024-07-03,Stock,中国神华(601088.XSHG),Long,500Shares,500Shares,45.25,22625,1140,42.97,-,0,-275,0Shares,5.31%,116468.28,19.43%
2024-07-03,Stock,中国移动(600941.XSHG),Long,200Shares,200Shares,110.21,22042,1754,101.44,-,0,258,0Shares,8.65%,116468.28,18.93%
2024-07-03,Stock,中国海油(600938.XSHG),Long,700Shares,700Shares,34.82,24374,2254,31.6,-,0,-224,0Shares,10.19%,116468.28,20.93%
2024-07-03,Stock,亿联网络(300628.XSHE),Long,200Shares,200Shares,34.18,6836,-712,37.74,-,0,-192,0Shares,-9.43%,116468.28,5.87%
2024-07-03,,Cash,,,,,16939.28,,,,,,,,0
2024-07-04,Stock,中国移动(600941.XSHG),Long,200Shares,200Shares,109.15,21830,1542,101.44,-,0,-212,0Shares,7.6%,116215.52,18.78%
2024-07-04,Stock,中国海油(600938.XSHG),Long,700Shares,700Shares,35.08,24556,2436,31.6,-,0,182,0Shares,11.01%,116215.52,21.13%
2024-07-04,Stock,上港集团(600018.XSHG),Long,3800Shares,0Shares,6,22800,0,6,-,0,0,3800Shares,0%,116215.52,19.62%
2024-07-04,Stock,京沪高铁(601816.XSHG),Long,4200Shares,0Shares,5.49,23058,-126,5.52,-,0,-126,4200Shares,-0.54%,116215.52,19.84%
2024-07-04,,Cash,,,,,23971.51,,,,,,,,0
2024-07-05,Stock,中国移动(600941.XSHG),Long,200Shares,200Shares,108,21600,1312,101.44,-,0,-230,0Shares,6.47%,115075.52,18.77%
2024-07-05,Stock,中国海油(600938.XSHG),Long,700Shares,700Shares,34.28,23996,1876,31.6,-,0,-560,0Shares,8.48%,115075.52,20.85%
2024-07-05,Stock,上港集团(600018.XSHG),Long,3800Shares,3800Shares,5.93,22534,-266,6,-,0,-266,0Shares,-1.17%,115075.52,19.58%
2024-07-05,Stock,京沪高铁(601816.XSHG),Long,4200Shares,4200Shares,5.47,22974,-210,5.52,-,0,-84,0Shares,-0.91%,115075.52,19.96%
2024-07-05,,Cash,,,,,23971.51,,,,,,,,0
2024-07-08,Stock,中国移动(600941.XSHG),Long,200Shares,200Shares,109.41,21882,1594,101.44,-,0,282,0Shares,7.86%,115700.52,18.91%
2024-07-08,Stock,中国海油(600938.XSHG),Long,700Shares,700Shares,34.77,24339,2219,31.6,-,0,343,0Shares,10.03%,115700.52,21.04%
2024-07-08,Stock,上港集团(600018.XSHG),Long,3800Shares,3800Shares,5.93,22534,-266,6,-,0,0,0Shares,-1.17%,115700.52,19.48%
2024-07-08,Stock,京沪高铁(601816.XSHG),Long,4200Shares,4200Shares,5.47,22974,-210,5.52,-,0,0,0Shares,-0.91%,115700.52,19.86%
2024-07-08,,Cash,,,,,23971.51,,,,,,,,0
2024-07-09,Stock,中国移动(600941.XSHG),Long,200Shares,200Shares,108.78,21756,1468,101.44,-,0,-126,0Shares,7.24%,116532.52,18.67%
2024-07-09,Stock,中国海油(600938.XSHG),Long,700Shares,700Shares,34.59,24213,2093,31.6,-,0,-126,0Shares,9.46%,116532.52,20.78%
2024-07-09,Stock,上港集团(600018.XSHG),Long,3800Shares,3800Shares,6.16,23408,608,6,-,0,874,0Shares,2.67%,116532.52,20.09%
2024-07-09,Stock,京沪高铁(601816.XSHG),Long,4200Shares,4200Shares,5.52,23184,0,5.52,-,0,210,0Shares,0%,116532.52,19.89%
2024-07-09,,Cash,,,,,23971.51,,,,,,,,0
2024-07-10,Stock,中国移动(600941.XSHG),Long,200Shares,200Shares,107.56,21512,1224,101.44,-,0,-244,0Shares,6.03%,114854.52,18.73%
2024-07-10,Stock,中国海油(600938.XSHG),Long,700Shares,700Shares,33.89,23723,1603,31.6,-,0,-490,0Shares,7.25%,114854.52,20.65%
2024-07-10,Stock,上港集团(600018.XSHG),Long,3800Shares,3800Shares,6,22800,0,6,-,0,-608,0Shares,0%,114854.52,19.85%
2024-07-10,Stock,京沪高铁(601816.XSHG),Long,4200Shares,4200Shares,5.44,22848,-336,5.52,-,0,-336,0Shares,-1.45%,114854.52,19.89%
2024-07-10,,Cash,,,,,23971.51,,,,,,,,0
2024-07-11,Stock,中国移动(600941.XSHG),Long,200Shares,200Shares,107.2,21440,1152,101.44,-,0,-72,0Shares,5.68%,114593.52,18.71%
2024-07-11,Stock,中国海油(600938.XSHG),Long,700Shares,700Shares,33.8,23660,1540,31.6,-,0,-63,0Shares,6.96%,114593.52,20.65%
2024-07-11,Stock,上港集团(600018.XSHG),Long,3800Shares,3800Shares,6,22800,0,6,-,0,0,0Shares,0%,114593.52,19.9%
2024-07-11,Stock,京沪高铁(601816.XSHG),Long,4200Shares,4200Shares,5.41,22722,-462,5.52,-,0,-126,0Shares,-1.99%,114593.52,19.83%
2024-07-11,,Cash,,,,,23971.51,,,,,,,,0
2024-07-12,Stock,中国移动(600941.XSHG),Long,200Shares,200Shares,107.91,21582,1294,101.44,-,0,142,0Shares,6.38%,115071.74,18.76%
2024-07-12,Stock,中国海油(600938.XSHG),Long,700Shares,700Shares,33.26,23282,1582.28,31,-,0,42.28,0Shares,7.29%,115071.74,20.23%
2024-07-12,Stock,上港集团(600018.XSHG),Long,3800Shares,3800Shares,6,22800,0,6,-,0,0,0Shares,0%,115071.74,19.81%
2024-07-12,Stock,京沪高铁(601816.XSHG),Long,4200Shares,4200Shares,5.5,23100,-84,5.52,-,0,378,0Shares,-0.36%,115071.74,20.07%
2024-07-12,,Cash,,,,,24307.74,,,,,,,,0
2024-07-15,Stock,中国移动(600941.XSHG),Long,200Shares,200Shares,109.2,21840,1552,101.44,-,0,258,0Shares,7.65%,116191.74,18.8%
2024-07-15,Stock,中国海油(600938.XSHG),Long,700Shares,700Shares,33.86,23702,2002.28,31,-,0,420,0Shares,9.23%,116191.74,20.4%
2024-07-15,Stock,上港集团(600018.XSHG),Long,3800Shares,3800Shares,6.05,22990,190,6,-,0,190,0Shares,0.83%,116191.74,19.79%
2024-07-15,Stock,京沪高铁(601816.XSHG),Long,4200Shares,4200Shares,5.56,23352,168,5.52,-,0,252,0Shares,0.72%,116191.74,20.1%
2024-07-15,,Cash,,,,,24307.74,,,,,,,,0
2024-07-16,Stock,中国移动(600941.XSHG),Long,200Shares,200Shares,110.5,22100,1812,101.44,-,0,260,0Shares,8.93%,116468.74,18.98%
2024-07-16,Stock,中国海油(600938.XSHG),Long,700Shares,700Shares,33.91,23737,2037.28,31,-,0,35,0Shares,9.39%,116468.74,20.38%
2024-07-16,Stock,上港集团(600018.XSHG),Long,3800Shares,3800Shares,5.99,22762,-38,6,-,0,-228,0Shares,-0.17%,116468.74,19.54%
2024-07-16,Stock,京沪高铁(601816.XSHG),Long,4200Shares,4200Shares,5.61,23562,378,5.52,-,0,210,0Shares,1.63%,116468.74,20.23%
2024-07-16,,Cash,,,,,24307.74,,,,,,,,0
2024-07-17,Stock,中国移动(600941.XSHG),Long,200Shares,200Shares,108.64,21728,1440,101.44,-,0,-372,0Shares,7.1%,115262.74,18.85%
2024-07-17,Stock,中国海油(600938.XSHG),Long,700Shares,700Shares,32.25,22575,875.28,31,-,0,-1162,0Shares,4.03%,115262.74,19.59%
2024-07-17,Stock,上港集团(600018.XSHG),Long,3800Shares,3800Shares,6.01,22838,38,6,-,0,76,0Shares,0.17%,115262.74,19.81%
2024-07-17,Stock,京沪高铁(601816.XSHG),Long,4200Shares,4200Shares,5.67,23814,630,5.52,-,0,252,0Shares,2.72%,115262.74,20.66%
2024-07-17,,Cash,,,,,24307.74,,,,,,,,0
2024-07-18,Stock,中国移动(600941.XSHG),Long,200Shares,200Shares,112.04,22408,2120,101.44,-,0,680,0Shares,10.45%,116965.84,19.16%
2024-07-18,Stock,中国海油(600938.XSHG),Long,700Shares,700Shares,32.98,23086,1386.28,31,-,0,511,0Shares,6.39%,116965.84,19.74%
2024-07-18,Stock,上港集团(600018.XSHG),Long,3800Shares,3800Shares,6.09,23142,342,6,-,0,304,0Shares,1.5%,116965.84,19.79%
2024-07-18,Stock,五粮液(000858.XSHE),Long,100Shares,0Shares,131.1,13110,106,130.04,-,0,106,100Shares,0.82%,116965.84,11.21%
2024-07-18,Stock,今世缘(603369.XSHG),Long,400Shares,0Shares,49.86,19944,144,49.5,-,0,144,400Shares,0.73%,116965.84,17.05%
2024-07-18,,Cash,,,,,15275.84,,,,,,,,0
2024-07-19,Stock,中国移动(600941.XSHG),Long,200Shares,200Shares,113.2,22640,2352,101.44,-,0,232,0Shares,11.59%,117039.84,19.34%
2024-07-19,Stock,中国海油(600938.XSHG),Long,700Shares,700Shares,31.7,22190,490.28,31,-,0,-896,0Shares,2.26%,117039.84,18.96%
2024-07-19,Stock,上港集团(600018.XSHG),Long,3800Shares,3800Shares,6.1,23180,380,6,-,0,38,0Shares,1.67%,117039.84,19.81%
2024-07-19,Stock,五粮液(000858.XSHE),Long,100Shares,100Shares,133.42,13342,338,130.04,-,0,232,0Shares,2.6%,117039.84,11.4%
2024-07-19,Stock,今世缘(603369.XSHG),Long,400Shares,400Shares,51.03,20412,612,49.5,-,0,468,0Shares,3.09%,117039.84,17.44%
2024-07-19,,Cash,,,,,15275.84,,,,,,,,0
2024-07-22,Stock,中国移动(600941.XSHG),Long,200Shares,200Shares,110.19,22038,1750,101.44,-,0,-602,0Shares,8.63%,114542.84,19.24%
2024-07-22,Stock,中国海油(600938.XSHG),Long,700Shares,700Shares,30.75,21525,-174.72,31,-,0,-665,0Shares,-0.81%,114542.84,18.79%
2024-07-22,Stock,上港集团(600018.XSHG),Long,3800Shares,3800Shares,6.03,22914,114,6,-,0,-266,0Shares,0.5%,114542.84,20%
2024-07-22,Stock,五粮液(000858.XSHE),Long,100Shares,100Shares,131.22,13122,118,130.04,-,0,-220,0Shares,0.91%,114542.84,11.46%
2024-07-22,Stock,今世缘(603369.XSHG),Long,400Shares,400Shares,49.17,19668,-132,49.5,-,0,-744,0Shares,-0.67%,114542.84,17.17%
2024-07-22,,Cash,,,,,15275.84,,,,,,,,0
2024-07-23,Stock,中国移动(600941.XSHG),Long,200Shares,200Shares,110.96,22192,1904,101.44,-,0,154,0Shares,9.38%,113147.84,19.61%
2024-07-23,Stock,中国海油(600938.XSHG),Long,700Shares,700Shares,30.34,21238,-461.72,31,-,0,-287,0Shares,-2.13%,113147.84,18.77%
2024-07-23,Stock,上港集团(600018.XSHG),Long,3800Shares,3800Shares,6.09,23142,342,6,-,0,228,0Shares,1.5%,113147.84,20.45%
2024-07-23,Stock,五粮液(000858.XSHE),Long,100Shares,100Shares,126.8,12680,-324,130.04,-,0,-442,0Shares,-2.49%,113147.84,11.21%
2024-07-23,Stock,今世缘(603369.XSHG),Long,400Shares,400Shares,46.55,18620,-1180,49.5,-,0,-1048,0Shares,-5.96%,113147.84,16.46%
2024-07-23,,Cash,,,,,15275.84,,,,,,,,0
2024-07-24,Stock,中国移动(600941.XSHG),Long,200Shares,200Shares,111.98,22396,2108,101.44,-,0,204,0Shares,10.39%,113574.54,19.72%
2024-07-24,Stock,中国海油(600938.XSHG),Long,700Shares,700Shares,30.41,21287,-412.72,31,-,0,49,0Shares,-1.9%,113574.54,18.74%
2024-07-24,Stock,上港集团(600018.XSHG),Long,3800Shares,3800Shares,6.21,23598,798,6,-,0,456,0Shares,3.5%,113574.54,20.78%
2024-07-24,Stock,五粮液(000858.XSHE),Long,100Shares,100Shares,126.06,12606,-398,130.04,-,0,-74,0Shares,-3.06%,113574.54,11.1%
2024-07-24,Stock,今世缘(603369.XSHG),Long,200Shares,200Shares,45.63,9126,-774,49.5,-,0,-184,0Shares,-7.82%,113574.54,8.04%
2024-07-24,,Cash,,,,,24561.54,,,,,,,,0
2024-07-25,Stock,中国移动(600941.XSHG),Long,200Shares,200Shares,110.98,22196,1908,101.44,-,0,-200,0Shares,9.4%,112333.46,19.76%
2024-07-25,Stock,中国海油(600938.XSHG),Long,700Shares,700Shares,28.94,20258,-1441.72,31,-,0,-1029,0Shares,-6.64%,112333.46,18.03%
2024-07-25,Stock,上港集团(600018.XSHG),Long,3800Shares,3800Shares,6.23,23674,874,6,-,0,76,0Shares,3.83%,112333.46,21.07%
2024-07-25,Stock,五粮液(000858.XSHE),Long,100Shares,100Shares,125.78,12578,-426,130.04,-,0,-28,0Shares,-3.28%,112333.46,11.2%
2024-07-25,,Cash,,,,,33627.46,,,,,,,,0
2024-07-26,Stock,中国移动(600941.XSHG),Long,200Shares,200Shares,106,21200,912,101.44,-,0,-996,0Shares,4.5%,110989.81,19.1%
2024-07-26,Stock,中国海油(600938.XSHG),Long,400Shares,400Shares,28.93,11572,-827.84,31,-,0,-4,0Shares,-6.68%,110989.81,10.43%
2024-07-26,Stock,上港集团(600018.XSHG),Long,3800Shares,3800Shares,6.14,23332,532,6,-,0,-342,0Shares,2.33%,110989.81,21.02%
2024-07-26,Stock,五粮液(000858.XSHE),Long,100Shares,100Shares,126.2,12620,-384,130.04,-,0,42,0Shares,-2.95%,110989.81,11.37%
2024-07-26,,Cash,,,,,42265.81,,,,,,,,0
2024-07-29,Stock,中国移动(600941.XSHG),Long,200Shares,200Shares,106.6,21320,1032,101.44,-,0,120,0Shares,5.09%,110722.45,19.26%
2024-07-29,Stock,上港集团(600018.XSHG),Long,1200Shares,1200Shares,6.17,7404,204,6,-,0,36,0Shares,2.83%,110722.45,6.69%
2024-07-29,Stock,五粮液(000858.XSHE),Long,100Shares,100Shares,124.1,12410,-594,130.04,-,0,-210,0Shares,-4.57%,110722.45,11.21%
2024-07-29,,Cash,,,,,69588.45,,,,,,,,0
2024-07-30,Stock,中国移动(600941.XSHG),Long,200Shares,200Shares,107.67,21534,1246,101.44,-,0,214,0Shares,6.14%,110837.51,19.43%
2024-07-30,Stock,上港集团(600018.XSHG),Long,400Shares,400Shares,6.15,2460,60,6,-,0,-8,0Shares,2.5%,110837.51,2.22%
2024-07-30,Stock,五粮液(000858.XSHE),Long,100Shares,100Shares,123.29,12329,-675,130.04,-,0,-81,0Shares,-5.19%,110837.51,11.12%
2024-07-30,,Cash,,,,,74514.51,,,,,,,,0
2024-07-31,Stock,中国移动(600941.XSHG),Long,200Shares,200Shares,105.12,21024,736,101.44,-,0,-510,0Shares,3.63%,110660.28,19%
2024-07-31,Stock,上港集团(600018.XSHG),Long,200Shares,200Shares,6.04,1208,8,6,-,0,-22,0Shares,0.67%,110660.28,1.09%
2024-07-31,Stock,五粮液(000858.XSHE),Long,100Shares,100Shares,126.86,12686,-318,130.04,-,0,357,0Shares,-2.45%,110660.28,11.46%
2024-07-31,,Cash,,,,,75742.28,,,,,,,,0
2024-08-01,Stock,上港集团(600018.XSHG),Long,3600Shares,200Shares,6.2,22320,720,6,-,0,712,3400Shares,3.33%,111882.18,19.95%
2024-08-01,Stock,药明康德(603259.XSHG),Long,500Shares,0Shares,42.3,21150,-140,42.58,-,0,-140,500Shares,-0.66%,111882.18,18.9%
2024-08-01,Stock,振华科技(000733.XSHE),Long,500Shares,0Shares,40.22,20110,-180,40.58,-,0,-180,500Shares,-0.89%,111882.18,17.97%
2024-08-01,Stock,凯莱英(002821.XSHE),Long,200Shares,0Shares,74.08,14816,38,73.89,-,0,38,200Shares,0.26%,111882.18,13.24%
2024-08-01,Stock,招商公路(001965.XSHE),Long,1800Shares,0Shares,12.76,22968,954,12.23,-,0,954,1800Shares,4.33%,111882.18,20.53%
2024-08-01,,Cash,,,,,10518.18,,,,,,,,0
2024-08-02,Stock,上港集团(600018.XSHG),Long,3600Shares,3600Shares,6.17,22212,612,6,-,0,-108,0Shares,2.83%,111723.18,19.88%
2024-08-02,Stock,药明康德(603259.XSHG),Long,500Shares,500Shares,42.91,21455,165,42.58,-,0,305,0Shares,0.78%,111723.18,19.2%
2024-08-02,Stock,振华科技(000733.XSHE),Long,500Shares,500Shares,39.48,19740,-550,40.58,-,0,-370,0Shares,-2.71%,111723.18,17.67%
2024-08-02,Stock,凯莱英(002821.XSHE),Long,200Shares,200Shares,74.15,14830,52,73.89,-,0,14,0Shares,0.35%,111723.18,13.27%
2024-08-02,Stock,招商公路(001965.XSHE),Long,1800Shares,1800Shares,12.76,22968,954,12.23,-,0,0,0Shares,4.33%,111723.18,20.56%
2024-08-02,,Cash,,,,,10518.18,,,,,,,,0
2024-08-05,Stock,上港集团(600018.XSHG),Long,3600Shares,3600Shares,6.1,21960,360,6,-,0,-252,0Shares,1.67%,110618.18,19.85%
2024-08-05,Stock,药明康德(603259.XSHG),Long,500Shares,500Shares,42.49,21245,-45,42.58,-,0,-210,0Shares,-0.21%,110618.18,19.21%
2024-08-05,Stock,振华科技(000733.XSHE),Long,500Shares,500Shares,38.41,19205,-1085,40.58,-,0,-535,0Shares,-5.35%,110618.18,17.36%
2024-08-05,Stock,凯莱英(002821.XSHE),Long,200Shares,200Shares,73.88,14776,-2,73.89,-,0,-54,0Shares,-0.01%,110618.18,13.36%
2024-08-05,Stock,招商公路(001965.XSHE),Long,1800Shares,1800Shares,12.73,22914,900,12.23,-,0,-54,0Shares,4.09%,110618.18,20.71%
2024-08-05,,Cash,,,,,10518.18,,,,,,,,0
2024-08-06,Stock,上港集团(600018.XSHG),Long,3600Shares,3600Shares,6.03,21708,108,6,-,0,-252,0Shares,0.5%,110799.18,19.59%
2024-08-06,Stock,药明康德(603259.XSHG),Long,500Shares,500Shares,43.4,21700,410,42.58,-,0,455,0Shares,1.93%,110799.18,19.58%
2024-08-06,Stock,振华科技(000733.XSHE),Long,500Shares,500Shares,39.57,19785,-505,40.58,-,0,580,0Shares,-2.49%,110799.18,17.86%
2024-08-06,Stock,凯莱英(002821.XSHE),Long,200Shares,200Shares,74.92,14984,206,73.89,-,0,208,0Shares,1.39%,110799.18,13.52%
2024-08-06,Stock,招商公路(001965.XSHE),Long,1800Shares,1800Shares,12.28,22104,90,12.23,-,0,-810,0Shares,0.41%,110799.18,19.95%
2024-08-06,,Cash,,,,,10518.18,,,,,,,,0
2024-08-07,Stock,上港集团(600018.XSHG),Long,1100Shares,1100Shares,6.04,6644,44,6,-,0,11,0Shares,0.67%,110766.62,6%
2024-08-07,Stock,药明康德(603259.XSHG),Long,200Shares,200Shares,42.9,8580,64,42.58,-,0,-100,0Shares,0.75%,110766.62,7.75%
2024-08-07,Stock,振华科技(000733.XSHE),Long,200Shares,200Shares,41.18,8236,120,40.58,-,0,322,0Shares,1.48%,110766.62,7.44%
2024-08-07,Stock,凯莱英(002821.XSHE),Long,200Shares,200Shares,74.49,14898,120,73.89,-,0,-86,0Shares,0.81%,110766.62,13.45%
2024-08-07,Stock,招商公路(001965.XSHE),Long,600Shares,600Shares,12.35,7410,72,12.23,-,0,42,0Shares,0.98%,110766.62,6.69%
2024-08-07,,Cash,,,,,64998.62,,,,,,,,0
2024-08-08,Stock,上港集团(600018.XSHG),Long,400Shares,400Shares,6.06,2424,24,6,-,0,8,0Shares,1%,110005.46,2.2%
2024-08-08,Stock,药明康德(603259.XSHG),Long,200Shares,200Shares,42.5,8500,-16,42.58,-,0,-80,0Shares,-0.19%,110005.46,7.73%
2024-08-08,Stock,振华科技(000733.XSHE),Long,200Shares,200Shares,39.66,7932,-184,40.58,-,0,-304,0Shares,-2.27%,110005.46,7.21%
2024-08-08,Stock,凯莱英(002821.XSHE),Long,200Shares,200Shares,72.81,14562,-216,73.89,-,0,-336,0Shares,-1.46%,110005.46,13.24%
2024-08-08,Stock,招商公路(001965.XSHE),Long,200Shares,200Shares,12.24,2448,2,12.23,-,0,-22,0Shares,0.08%,110005.46,2.23%
2024-08-08,,Cash,,,,,74139.46,,,,,,,,0
