Date,Order_Time,Security_Type,Symbol,Trade_Side,Order_Type,Filled_Qty,Filled_Price,Turnover,Order_Qty,Order_Price,Realized_PnL,Commission,Status,Last_Updated
2024-01-02,09:30:00,Stock,北新建材(000786.XSHE),Buy,Market_Order,800Shares,24.76,19808,800Shares,-,0,5.94,Filled,2024-01-02 09:30:00
2024-01-02,09:30:00,Stock,华润三九(000999.XSHE),Buy,Market_Order,400Shares,49.73,19892,400Shares,-,0,5.97,Filled,2024-01-02 09:30:00
2024-01-02,09:30:00,Stock,藏格矿业(000408.XSHE),Buy,Market_Order,700Shares,25.4,17780,700Shares,-,0,5.33,Filled,2024-01-02 09:30:00
2024-01-02,09:30:00,Stock,中国海油(600938.XSHG),Buy,Market_Order,900Shares,20.97,18873,900Shares,-,0,5.66,Filled,2024-01-02 09:30:00
2024-01-02,09:30:00,Stock,陕西煤业(601225.XSHG),Buy,Market_Order,900Shares,20.7,18630,900Shares,-,0,5.59,Filled,2024-01-02 09:30:00
2024-01-16,09:30:00,Stock,北新建材(000786.XSHE),Sell,Market_Order,-800Shares,27.35,-21880,-800Shares,-,2072,28.44,Filled,2024-01-16 09:30:00
2024-01-16,09:30:00,Stock,华润三九(000999.XSHE),Sell,Market_Order,-400Shares,50.54,-20216,-400Shares,-,324,26.28,Filled,2024-01-16 09:30:00
2024-01-16,09:30:00,Stock,中国海油(600938.XSHG),Sell,Market_Order,-900Shares,20.91,-18819,-900Shares,-,-54,24.46,Filled,2024-01-16 09:30:00
2024-01-16,09:30:00,Stock,陕西煤业(601225.XSHG),Sell,Market_Order,-900Shares,22.84,-20556,-900Shares,-,1926,26.72,Filled,2024-01-16 09:30:00
2024-01-16,09:30:00,Stock,天齐锂业(002466.XSHE),Buy,Market_Order,300Shares,57.61,17283,300Shares,-,0,5.18,Filled,2024-01-16 09:30:00
2024-01-16,09:30:00,Stock,上港集团(600018.XSHG),Buy,Market_Order,3900Shares,5.35,20865,3900Shares,-,0,6.26,Filled,2024-01-16 09:30:00
2024-01-23,09:30:00,Stock,天齐锂业(002466.XSHE),Sell,Market_Order,-100Shares,54.7,-5470,-100Shares,-,-291,10.47,Filled,2024-01-23 09:30:00
2024-01-30,09:30:00,Stock,天齐锂业(002466.XSHE),Sell,Market_Order,-200Shares,50.53,-10106,-200Shares,-,-1416,15.11,Filled,2024-01-30 09:30:00
2024-01-30,09:30:00,Stock,藏格矿业(000408.XSHE),Sell,Market_Order,-700Shares,25.34,-17738,-700Shares,-,-42,23.06,Filled,2024-01-30 09:30:00
2024-01-30,09:30:00,Stock,上港集团(600018.XSHG),Sell,Market_Order,-100Shares,5.53,-553,-100Shares,-,18,5.55,Filled,2024-01-30 09:30:00
2024-01-30,09:30:00,Stock,中国海油(600938.XSHG),Buy,Market_Order,900Shares,22.6,20340,900Shares,-,0,6.1,Filled,2024-01-30 09:30:00
2024-01-30,09:30:00,Stock,中国神华(601088.XSHG),Buy,Market_Order,500Shares,35.7,17850,500Shares,-,0,5.36,Filled,2024-01-30 09:30:00
2024-01-30,09:30:00,Stock,北新建材(000786.XSHE),Buy,Market_Order,700Shares,27.79,19453,700Shares,-,0,5.84,Filled,2024-01-30 09:30:00
2024-01-30,09:30:00,Stock,陕西煤业(601225.XSHG),Buy,Market_Order,800Shares,23.73,18984,800Shares,-,0,5.7,Filled,2024-01-30 09:30:00
2024-02-01,09:30:00,Stock,北新建材(000786.XSHE),Sell,Market_Order,-300Shares,26.35,-7905,-300Shares,-,-432,12.9,Filled,2024-02-01 09:30:00
2024-02-21,09:30:00,Stock,上港集团(600018.XSHG),Sell,Market_Order,-3800Shares,5.57,-21166,-3800Shares,-,836,27.52,Filled,2024-02-21 09:30:00
