,total_return,annual_return,annual_volatility,sharpe,max_drawdown,calmar,win_rate,trading_days,trading_cost_hkd,turnover_hkd,trade_count,avg_daily_turnover_ratio,benchmark_total_return
strategy_sample,16.368643278985427,0.42379817224185845,0.4379284149997144,0.9677338983407479,-0.4091476350878317,1.0358074589649815,0.50049115913556,2036,2367323.5545782596,1101660040.115088,9101,0.049482745745002416,-0.1769204098941356
