date,rolling_60d_turnover_hkd
2018-08-08,99535.24855746994
2018-08-09,99513.81366671568
2018-08-10,99773.22077719253
2018-08-13,100014.50387114544
2018-08-14,106154.15890564006
2018-08-15,102926.44158892361
2018-08-16,100252.66825189948
2018-08-17,100366.14573683396
2018-08-20,100316.87167964509
2018-08-21,101962.16566339607
2018-08-22,100721.03462093578
2018-08-23,99694.50026854684
2018-08-24,98798.68900641956
2018-08-27,98580.13565976775
2018-08-28,98814.76848297553
2018-08-29,98266.94442587718
2018-08-30,97744.81204099773
2018-08-31,97566.47977750913
2018-09-03,97911.06088891714
2018-09-04,94952.29165546542
2018-09-05,97869.44311814717
2018-09-06,98494.51878972206
2018-09-07,99098.28311927854
2018-09-10,99811.80559967061
2018-09-11,99715.56980298247
2018-09-12,96807.61711993966
2018-09-13,95926.09221334041
2018-09-14,96204.78290384362
2018-09-17,96715.76950728362
2018-09-18,96509.6484696693
2018-09-19,95673.4906654011
2018-09-20,93559.9265649032
2018-09-21,93224.756806725
2018-09-24,92421.3490384387
2018-09-26,83583.52478466711
2018-09-27,82093.05273084814
2018-09-28,82062.62739751597
2018-10-02,82185.85306661711
2018-10-03,81983.14102327342
2018-10-04,82321.76949327353
2018-10-05,82320.61502841115
2018-10-08,82572.26395522943
2018-10-09,82677.55434717187
2018-10-10,82822.7766190756
2018-10-11,83105.45519055956
2018-10-12,83473.78799797288
2018-10-15,83377.20796252538
2018-10-16,82847.97702980106
2018-10-18,83002.69721464129
2018-10-19,73618.61823626871
2018-10-22,74279.2961090864
2018-10-23,74271.4491887425
2018-10-24,74320.92298225117
2018-10-25,74515.5862071748
2018-10-26,74447.22880444626
2018-10-29,74617.59494419862
2018-10-30,74626.32919679915
2018-10-31,74659.35673612755
2018-11-01,73676.51372122394
2018-11-02,72768.25366422815
2018-11-05,72566.75498019312
2018-11-06,73144.2232074185
2018-11-07,73276.87628848632
2018-11-08,73046.57738346884
2018-11-09,70675.56571819096
2018-11-12,71069.12134893265
2018-11-13,71894.03272130253
2018-11-14,71551.94415578323
2018-11-15,71210.82553427423
2018-11-16,69312.8902990312
2018-11-19,69263.31235819553
2018-11-20,69295.10986759192
2018-11-21,69085.18348788314
2018-11-22,69047.09518370147
2018-11-23,68953.8516410972
2018-11-26,68971.60264851556
2018-11-27,68777.7206593515
2018-11-28,68979.63437150794
2018-11-29,68923.58004139499
2018-11-30,69901.06013821179
2018-12-03,70404.00983754967
2018-12-04,69886.99744775
2018-12-05,69603.28717375212
2018-12-06,69023.3073592419
2018-12-07,68791.72757161874
2018-12-08,68424.1052547491
2018-12-10,67683.54242033775
2018-12-11,67476.94735137952
2018-12-12,67340.58247993773
2018-12-13,67500.70289101028
2018-12-14,67219.98306889198
2018-12-17,67098.13553332648
2018-12-18,66959.48884730585
2018-12-19,66388.01999790929
2018-12-20,84146.7741679312
2018-12-21,86211.8366249965
2018-12-24,85974.20697550409
2018-12-27,86115.02509481688
2018-12-28,86346.24412014503
2018-12-31,85988.15298800988
2019-01-02,85862.07699781733
2019-01-03,86103.54995847559
2019-01-04,86319.15421389666
2019-01-07,87086.4677937089
2019-01-08,87110.06318778316
2019-01-09,86949.72125972103
2019-01-10,86896.43374288191
2019-01-11,87307.3598959458
2019-01-14,87177.51763178015
2019-01-15,101803.51120669741
2019-01-16,106072.32254862576
2019-01-17,108348.63662691056
2019-01-18,108430.05448423483
2019-01-21,108445.15737865068
2019-01-22,108344.42662164899
2019-01-23,108366.15871939175
2019-01-24,108643.03688745035
2019-01-25,108831.88159248304
2019-01-28,108900.55013354137
2019-01-29,108959.90819518449
2019-01-30,108766.9932472476
2019-01-31,108596.43446199498
2019-02-01,108378.08526762945
2019-02-04,108637.61616061679
2019-02-08,95161.36226756038
2019-02-11,106267.38619889697
2019-02-12,110259.97748544268
2019-02-13,110034.27185346065
2019-02-14,110466.31599305123
2019-02-15,110484.18251974082
2019-02-18,110073.63912169375
2019-02-19,110911.18017154407
2019-02-20,111128.33150499912
2019-02-21,111204.90973197186
2019-02-22,111531.6271464821
2019-02-25,111514.24568829841
2019-02-26,111907.21299251643
2019-02-27,111632.29633892997
2019-02-28,111499.1950506606
2019-03-01,125684.21464907056
2019-03-04,123950.26409696529
2019-03-05,124316.2838435968
2019-03-06,124864.90815562061
2019-03-07,125980.69801827428
2019-03-08,126485.27032547371
2019-03-11,126918.07966296839
2019-03-12,127193.29568560595
2019-03-13,127390.05291757555
2019-03-14,127316.31167946786
2019-03-15,127489.90925283002
2019-03-18,128163.69936892792
2019-03-19,129181.55598163109
2019-03-20,129177.16708822193
2019-03-21,129597.81682479553
2019-03-22,119542.07151693145
2019-03-25,119997.50375123213
2019-03-26,120795.56717538177
2019-03-27,121125.10555577374
2019-03-28,121046.42075864326
2019-03-29,122320.70339787984
2019-04-01,122827.39955720468
2019-04-02,123036.75477566892
2019-04-03,123069.14738754186
2019-04-04,122400.60620856867
2019-04-08,123333.25480895239
2019-04-09,123833.96733330883
2019-04-10,124103.00523263834
2019-04-11,124607.30022984746
2019-04-12,124723.49336029148
2019-04-15,131481.8750610142
2019-04-16,135952.639061915
2019-04-17,136654.0237349097
2019-04-18,136760.00287642487
2019-04-23,137437.06594119107
2019-04-24,138301.3618103979
2019-04-25,140463.45320564875
2019-04-26,140486.73394938765
