window,total_return,annual_return,annual_volatility,sharpe,max_drawdown,calmar,win_rate,trading_days
2018-2019,0.24752391083551406,0.11968530477314498,0.4176027995402868,0.28660081997749814,-0.329134603653367,0.36363634648149407,0.49898580121703856,493
2020-2021,2.2633462669356343,0.8237866147686295,0.5282423583189657,1.5594860991272625,-0.40443227010674887,2.0368963499158785,0.5100806451612904,496
2022-2023,0.9414070096797249,0.40466225862635463,0.3861689549353746,1.0478891517679738,-0.333823231084983,1.2122052060640973,0.4695121951219512,492
2024-2025,1.3355600745510587,0.5427848322743241,0.42492410418994525,1.277368892285042,-0.2513484382445188,2.159491565037248,0.5334685598377282,493
