regime,days,total_return,annual_return,annual_volatility,sharpe,max_drawdown,calmar,win_rate,trading_days
bear_below_ma,771,-0.1461876585050454,-0.0503448455811914,0.4505256950736202,-0.1117468906473017,-0.4973712023861473,-0.1012218748083145,0.4656290531776913,771
bull_above_ma,628,9.485093844112468,1.567609777839499,0.4672468516767883,3.354992702923276,-0.1699232738835508,9.225397686921854,0.5573248407643312,628
sideways_near_ma,518,1.2414308289454516,0.4809003697581211,0.3884147907967505,1.2381103427386375,-0.2314540599201971,2.0777357283079425,0.5077220077220077,518
unknown,119,-0.1309233671861362,-0.2570723746945891,0.3791686681739938,-0.6779894972140027,-0.2489740269150959,-1.032526877923113,0.3949579831932773,119
