Date,Order_Time,Security_Type,Symbol,Trade_Side,Order_Type,Filled_Qty,Filled_Price,Turnover,Order_Qty,Order_Price,Realized_PnL,Commission,Status,Last_Updated
2011-09-06,14:50:00,Stock,欣旺达(300207.XSHE),Sell,Market_Order,-5700Shares,18.46,-105222,-5700Shares,-,-3876,136.79,Filled,2011-09-06 14:50:00
2011-09-14,09:30:00,Stock,和而泰(002402.XSHE),Buy,Market_Order,3200Shares,16.19,51808,3200Shares,-,0,15.54,Filled,2011-09-14 09:30:00
2011-09-14,09:30:00,Stock,大华Shares份(002236.XSHE),Buy,Market_Order,1100Shares,44.38,48818,1100Shares,-,0,14.65,Filled,2011-09-14 09:30:00
2011-09-20,09:30:00,Stock,科华恒盛(002335.XSHE),Buy,Market_Order,200Shares,21.63,4326,200Shares,-,0,5,Filled,2011-09-20 09:30:00
2011-09-22,11:25:00,Stock,和而泰(002402.XSHE),Sell,Market_Order,-3200Shares,16.39,-52448,-3200Shares,-,640,68.18,Filled,2011-09-22 11:25:00
2011-09-27,09:30:00,Stock,江粉磁材(002600.XSHE),Buy,Market_Order,2800Shares,18.52,51856,2800Shares,-,0,15.56,Filled,2011-09-27 09:30:00
2011-09-27,11:25:00,Stock,大华Shares份(002236.XSHE),Sell,Market_Order,-1100Shares,42.91,-47201,-1100Shares,-,-1617,61.36,Filled,2011-09-27 11:25:00
2011-09-27,11:25:00,Stock,科华恒盛(002335.XSHE),Sell,Market_Order,-200Shares,22.2,-4440,-200Shares,-,114,9.44,Filled,2011-09-27 11:25:00
2011-09-28,11:25:00,Stock,江粉磁材(002600.XSHE),Sell,Market_Order,-2800Shares,18.87,-52836,-2800Shares,-,980,68.69,Filled,2011-09-28 11:25:00
2011-09-30,09:30:00,Stock,科华恒盛(002335.XSHE),Buy,Market_Order,1800Shares,19,34200,1800Shares,-,0,10.26,Filled,2011-09-30 09:30:00
2011-09-30,09:30:00,Stock,东方精工(002611.XSHE),Buy,Market_Order,2100Shares,16,33600,2100Shares,-,0,10.08,Filled,2011-09-30 09:30:00
2011-09-30,09:30:00,Stock,威远生化(600803.XSHG),Buy,Market_Order,3400Shares,10.3,35020,3400Shares,-,0,10.51,Filled,2011-09-30 09:30:00
2011-10-13,11:25:00,Stock,东方精工(002611.XSHE),Sell,Market_Order,-2100Shares,17.32,-36372,-2100Shares,-,2772,47.28,Filled,2011-10-13 11:25:00
2011-10-21,09:30:00,Stock,大华Shares份(002236.XSHE),Buy,Market_Order,900Shares,40.6,36540,900Shares,-,0,10.96,Filled,2011-10-21 09:30:00
2011-10-21,14:50:00,Stock,科华恒盛(002335.XSHE),Sell,Market_Order,-1800Shares,18.39,-33102,-1800Shares,-,-1098,43.03,Filled,2011-10-21 14:50:00
2011-10-24,09:30:00,Stock,桐君阁(000591.XSHE),Buy,Market_Order,5800Shares,6,34800,5800Shares,-,0,10.44,Filled,2011-10-24 09:30:00
2011-10-24,11:25:00,Stock,大华Shares份(002236.XSHE),Sell,Market_Order,-900Shares,38.3,-34470,-900Shares,-,-2070,44.81,Filled,2011-10-24 11:25:00
2011-10-25,09:30:00,Stock,横店东磁(002056.XSHE),Buy,Market_Order,500Shares,19.37,9685,500Shares,-,0,5,Filled,2011-10-25 09:30:00
2011-10-25,09:30:00,Stock,大华Shares份(002236.XSHE),Buy,Market_Order,200Shares,38.8,7760,200Shares,-,0,5,Filled,2011-10-25 09:30:00
2011-10-25,09:30:00,Stock,东方财富(300059.XSHE),Buy,Market_Order,600Shares,18.83,11298,600Shares,-,0,5,Filled,2011-10-25 09:30:00
2011-10-28,11:25:00,Stock,东方财富(300059.XSHE),Sell,Market_Order,-600Shares,22.17,-13302,-600Shares,-,2004,18.3,Filled,2011-10-28 11:25:00
2011-11-03,11:25:00,Stock,桐君阁(000591.XSHE),Sell,Market_Order,-5800Shares,6.91,-40078,-5800Shares,-,5278,52.1,Filled,2011-11-03 11:25:00
2011-11-03,11:25:00,Stock,大华Shares份(002236.XSHE),Sell,Market_Order,-200Shares,45.11,-9022,-200Shares,-,1262,14.02,Filled,2011-11-03 11:25:00
2011-11-11,09:30:00,Stock,中航黑豹(600760.XSHG),Buy,Market_Order,7200Shares,9.43,67896,7200Shares,-,0,20.37,Filled,2011-11-11 09:30:00
2011-11-14,11:25:00,Stock,横店东磁(002056.XSHE),Sell,Market_Order,-500Shares,22.26,-11130,-500Shares,-,1445,16.13,Filled,2011-11-14 11:25:00
2011-11-15,11:25:00,Stock,中航黑豹(600760.XSHG),Sell,Market_Order,-7200Shares,9.85,-70920,-7200Shares,-,3024,92.2,Filled,2011-11-15 11:25:00
2011-11-21,09:30:00,Stock,江粉磁材(002600.XSHE),Buy,Market_Order,1400Shares,19.51,27314,1400Shares,-,0,8.19,Filled,2011-11-21 09:30:00
2011-11-21,09:30:00,Stock,东方财富(300059.XSHE),Buy,Market_Order,1200Shares,22.2,26640,1200Shares,-,0,7.99,Filled,2011-11-21 09:30:00
2011-11-21,09:30:00,Stock,中国化学(601117.XSHG),Buy,Market_Order,3700Shares,7.38,27306,3700Shares,-,0,8.19,Filled,2011-11-21 09:30:00
2011-11-24,09:30:00,Stock,中国化学(601117.XSHG),Sell,Market_Order,-3700Shares,7.2,-26640,-3700Shares,-,-666,34.63,Filled,2011-11-24 09:30:00
2011-11-28,11:25:00,Stock,江粉磁材(002600.XSHE),Sell,Market_Order,-1400Shares,18.51,-25914,-1400Shares,-,-1400,33.69,Filled,2011-11-28 11:25:00
2011-11-29,09:30:00,Stock,和而泰(002402.XSHE),Buy,Market_Order,3200Shares,16.4,52480,3200Shares,-,0,15.74,Filled,2011-11-29 09:30:00
2011-11-30,14:50:00,Stock,和而泰(002402.XSHE),Sell,Market_Order,-3200Shares,15.38,-49216,-3200Shares,-,-3264,63.98,Filled,2011-11-30 14:50:00
2011-12-05,09:30:00,Stock,中航黑豹(600760.XSHG),Buy,Market_Order,2700Shares,9.2,24840,2700Shares,-,0,7.45,Filled,2011-12-05 09:30:00
2011-12-05,09:30:00,Stock,华能国际(600011.XSHG),Buy,Market_Order,5600Shares,4.45,24920,5600Shares,-,0,7.48,Filled,2011-12-05 09:30:00
2011-12-05,14:50:00,Stock,东方财富(300059.XSHE),Sell,Market_Order,-1200Shares,20.81,-24972,-1200Shares,-,-1668,32.46,Filled,2011-12-05 14:50:00
2011-12-06,11:25:00,Stock,华能国际(600011.XSHG),Sell,Market_Order,-5600Shares,4.18,-23408,-5600Shares,-,-1512,30.43,Filled,2011-12-06 11:25:00
2011-12-07,09:30:00,Stock,东方财富(300059.XSHE),Buy,Market_Order,800Shares,20.31,16248,800Shares,-,0,5,Filled,2011-12-07 09:30:00
2011-12-07,09:30:00,Stock,顺荣Shares份(002555.XSHE),Buy,Market_Order,1200Shares,12.78,15336,1200Shares,-,0,5,Filled,2011-12-07 09:30:00
2011-12-07,09:30:00,Stock,华能国际(600011.XSHG),Buy,Market_Order,3700Shares,4.31,15947,3700Shares,-,0,5,Filled,2011-12-07 09:30:00
2011-12-08,11:25:00,Stock,中航黑豹(600760.XSHG),Sell,Market_Order,-2700Shares,9.32,-25164,-2700Shares,-,324,32.71,Filled,2011-12-08 11:25:00
2011-12-12,11:25:00,Stock,华能国际(600011.XSHG),Sell,Market_Order,-3700Shares,4.48,-16576,-3700Shares,-,629,21.58,Filled,2011-12-12 11:25:00
2011-12-12,14:50:00,Stock,顺荣Shares份(002555.XSHE),Sell,Market_Order,-1200Shares,12.16,-14592,-1200Shares,-,-744,19.59,Filled,2011-12-12 14:50:00
2011-12-14,14:50:00,Stock,东方财富(300059.XSHE),Sell,Market_Order,-800Shares,19.67,-15736,-800Shares,-,-512,20.74,Filled,2011-12-14 14:50:00
2011-12-15,09:30:00,Stock,江粉磁材(002600.XSHE),Buy,Market_Order,2500Shares,14.4,36000,2500Shares,-,0,10.8,Filled,2011-12-15 09:30:00
2011-12-15,09:30:00,Stock,横店东磁(002056.XSHE),Buy,Market_Order,2200Shares,16,35200,2200Shares,-,0,10.56,Filled,2011-12-15 09:30:00
2011-12-16,11:25:00,Stock,江粉磁材(002600.XSHE),Sell,Market_Order,-2500Shares,13.82,-34550,-2500Shares,-,-1450,44.92,Filled,2011-12-16 11:25:00
2011-12-22,09:30:00,Stock,中航黑豹(600760.XSHG),Buy,Market_Order,2300Shares,7.9,18170,2300Shares,-,0,5.45,Filled,2011-12-22 09:30:00
2011-12-22,09:30:00,Stock,中国国旅(601888.XSHG),Buy,Market_Order,700Shares,25.5,17850,700Shares,-,0,5.36,Filled,2011-12-22 09:30:00
2011-12-22,11:25:00,Stock,横店东磁(002056.XSHE),Sell,Market_Order,-2200Shares,14.94,-32868,-2200Shares,-,-2332,42.73,Filled,2011-12-22 11:25:00
2011-12-23,09:30:00,Stock,江粉磁材(002600.XSHE),Buy,Market_Order,1200Shares,13.1,15720,1200Shares,-,0,5,Filled,2011-12-23 09:30:00
2011-12-23,09:30:00,Stock,欣旺达(300207.XSHE),Buy,Market_Order,900Shares,16.75,15075,900Shares,-,0,5,Filled,2011-12-23 09:30:00
2011-12-27,11:25:00,Stock,欣旺达(300207.XSHE),Sell,Market_Order,-900Shares,15.79,-14211,-900Shares,-,-864,19.21,Filled,2011-12-27 11:25:00
2011-12-27,14:50:00,Stock,江粉磁材(002600.XSHE),Sell,Market_Order,-1200Shares,11.98,-14376,-1200Shares,-,-1344,19.38,Filled,2011-12-27 14:50:00
2011-12-28,09:30:00,Stock,欣旺达(300207.XSHE),Buy,Market_Order,2000Shares,15.22,30440,2000Shares,-,0,9.13,Filled,2011-12-28 09:30:00
2011-12-29,11:25:00,Stock,中国国旅(601888.XSHG),Sell,Market_Order,-700Shares,25.89,-18123,-700Shares,-,273,23.56,Filled,2011-12-29 11:25:00
2011-12-30,09:30:00,Stock,阳光电源(300274.XSHE),Buy,Market_Order,300Shares,26.68,8004,300Shares,-,0,5,Filled,2011-12-30 09:30:00
2011-12-30,09:30:00,Stock,江粉磁材(002600.XSHE),Buy,Market_Order,700Shares,12.05,8435,700Shares,-,0,5,Filled,2011-12-30 09:30:00
2012-01-04,11:25:00,Stock,欣旺达(300207.XSHE),Sell,Market_Order,-2000Shares,15.76,-31520,-2000Shares,-,1080,40.98,Filled,2012-01-04 11:25:00
2012-01-04,11:25:00,Stock,江粉磁材(002600.XSHE),Sell,Market_Order,-700Shares,13.17,-9219,-700Shares,-,784,14.22,Filled,2012-01-04 11:25:00
2012-01-05,11:25:00,Stock,阳光电源(300274.XSHE),Sell,Market_Order,-300Shares,25.27,-7581,-300Shares,-,-423,12.58,Filled,2012-01-05 11:25:00
2012-01-06,09:30:00,Stock,中国化学(601117.XSHG),Buy,Market_Order,3300Shares,4.97,16401,3300Shares,-,0,5,Filled,2012-01-06 09:30:00
2012-01-06,09:30:00,Stock,东方精工(002611.XSHE),Buy,Market_Order,1200Shares,13.52,16224,1200Shares,-,0,5,Filled,2012-01-06 09:30:00
2012-01-06,09:30:00,Stock,巨化Shares份(600160.XSHG),Buy,Market_Order,900Shares,18.3,16470,900Shares,-,0,5,Filled,2012-01-06 09:30:00
2012-01-10,14:50:00,Stock,中国化学(601117.XSHG),Sell,Market_Order,-3300Shares,5.83,-19239,-3300Shares,-,2838,25.01,Filled,2012-01-10 14:50:00
2012-01-11,11:25:00,Stock,东方精工(002611.XSHE),Sell,Market_Order,-1200Shares,15.09,-18108,-1200Shares,-,1884,23.54,Filled,2012-01-11 11:25:00
2012-01-12,11:25:00,Stock,中航黑豹(600760.XSHG),Sell,Market_Order,-2300Shares,8.16,-18768,-2300Shares,-,598,24.4,Filled,2012-01-12 11:25:00
2012-01-12,11:25:00,Stock,巨化Shares份(600160.XSHG),Sell,Market_Order,-900Shares,21.08,-18972,-900Shares,-,2502,24.66,Filled,2012-01-12 11:25:00
2012-01-16,09:30:00,Stock,和而泰(002402.XSHE),Buy,Market_Order,2900Shares,13.02,37758,2900Shares,-,0,11.33,Filled,2012-01-16 09:30:00
2012-01-16,09:30:00,Stock,中航黑豹(600760.XSHG),Buy,Market_Order,5400Shares,7,37800,5400Shares,-,0,11.34,Filled,2012-01-16 09:30:00
2012-01-17,11:25:00,Stock,和而泰(002402.XSHE),Sell,Market_Order,-2900Shares,12.45,-36105,-2900Shares,-,-1653,46.94,Filled,2012-01-17 11:25:00
2012-02-02,11:25:00,Stock,中航黑豹(600760.XSHG),Sell,Market_Order,-5400Shares,7.58,-40932,-5400Shares,-,3132,53.21,Filled,2012-02-02 11:25:00
2012-02-10,11:25:00,Stock,威远生化(600803.XSHG),Sell,Market_Order,-3400Shares,11.87,-40358,-3400Shares,-,5338,52.47,Filled,2012-02-10 11:25:00
2012-03-19,09:30:00,Stock,中国远洋(601919.XSHG),Buy,Market_Order,22600Shares,5.22,117972,22600Shares,-,0,35.39,Filled,2012-03-19 09:30:00
2012-03-28,14:50:00,Stock,中国远洋(601919.XSHG),Sell,Market_Order,-22600Shares,4.98,-112548,-22600Shares,-,-5424,146.31,Filled,2012-03-28 14:50:00
2012-03-30,09:30:00,Stock,中航黑豹(600760.XSHG),Buy,Market_Order,4700Shares,7.89,37083,4700Shares,-,0,11.12,Filled,2012-03-30 09:30:00
2012-03-30,09:30:00,Stock,顺荣Shares份(002555.XSHE),Buy,Market_Order,3600Shares,10.21,36756,3600Shares,-,0,11.03,Filled,2012-03-30 09:30:00
2012-03-30,09:30:00,Stock,特变电工(600089.XSHG),Buy,Market_Order,4900Shares,7.58,37142,4900Shares,-,0,11.14,Filled,2012-03-30 09:30:00
2012-04-09,11:25:00,Stock,顺荣Shares份(002555.XSHE),Sell,Market_Order,-3600Shares,10.59,-38124,-3600Shares,-,1368,49.56,Filled,2012-04-09 11:25:00
2012-04-10,11:25:00,Stock,中航黑豹(600760.XSHG),Sell,Market_Order,-4700Shares,7.65,-35955,-4700Shares,-,-1128,46.74,Filled,2012-04-10 11:25:00
2012-04-23,11:25:00,Stock,特变电工(600089.XSHG),Sell,Market_Order,-4900Shares,7.91,-38759,-4900Shares,-,1617,50.39,Filled,2012-04-23 11:25:00
2012-04-25,09:30:00,Stock,阳光电源(300274.XSHE),Buy,Market_Order,10200Shares,11.15,113730,10200Shares,-,0,34.12,Filled,2012-04-25 09:30:00
2012-05-21,11:25:00,Stock,阳光电源(300274.XSHE),Sell,Market_Order,-10200Shares,11.45,-116790,-10200Shares,-,3060,151.83,Filled,2012-05-21 11:25:00
2012-06-06,09:30:00,Stock,中航黑豹(600760.XSHG),Buy,Market_Order,14000Shares,8.33,116620,14000Shares,-,0,34.99,Filled,2012-06-06 09:30:00
2012-06-20,11:25:00,Stock,中航黑豹(600760.XSHG),Sell,Market_Order,-14000Shares,7.9,-110600,-14000Shares,-,-6020,143.78,Filled,2012-06-20 11:25:00
2012-06-27,09:30:00,Stock,格林美(002340.XSHE),Buy,Market_Order,8300Shares,13.24,109892,8300Shares,-,0,32.97,Filled,2012-06-27 09:30:00
2012-07-17,09:30:00,Stock,东方精工(002611.XSHE),Buy,Market_Order,100Shares,8.4,840,100Shares,-,0,5,Filled,2012-07-17 09:30:00
2012-07-20,11:25:00,Stock,东方精工(002611.XSHE),Sell,Market_Order,-100Shares,8.86,-886,-100Shares,-,46,5.89,Filled,2012-07-20 11:25:00
2012-08-13,11:25:00,Stock,格林美(002340.XSHE),Sell,Market_Order,-8300Shares,14.27,-118441,-8300Shares,-,8549,153.97,Filled,2012-08-13 11:25:00
2012-08-28,09:30:00,Stock,中国化学(601117.XSHG),Buy,Market_Order,20500Shares,5.79,118695,20500Shares,-,0,35.61,Filled,2012-08-28 09:30:00
2012-09-07,11:25:00,Stock,中国化学(601117.XSHG),Sell,Market_Order,-20500Shares,6.66,-136530,-20500Shares,-,17835,177.49,Filled,2012-09-07 11:25:00
2012-09-24,09:30:00,Stock,中航黑豹(600760.XSHG),Buy,Market_Order,12300Shares,5.53,68019,12300Shares,-,0,20.41,Filled,2012-09-24 09:30:00
2012-09-24,09:30:00,Stock,桐君阁(000591.XSHE),Buy,Market_Order,10300Shares,6.6,67980,10300Shares,-,0,20.39,Filled,2012-09-24 09:30:00
2012-09-26,11:25:00,Stock,中航黑豹(600760.XSHG),Sell,Market_Order,-12300Shares,5.34,-65682,-12300Shares,-,-2337,85.39,Filled,2012-09-26 11:25:00
2012-09-27,09:30:00,Stock,格林美(002340.XSHE),Buy,Market_Order,5900Shares,11.11,65549,5900Shares,-,0,19.66,Filled,2012-09-27 09:30:00
2012-10-09,11:25:00,Stock,格林美(002340.XSHE),Sell,Market_Order,-5900Shares,12.21,-72039,-5900Shares,-,6490,93.65,Filled,2012-10-09 11:25:00
2012-10-16,09:30:00,Stock,同方国芯(002049.XSHE),Buy,Market_Order,3200Shares,22.68,72576,3200Shares,-,0,21.77,Filled,2012-10-16 09:30:00
2012-10-17,11:25:00,Stock,桐君阁(000591.XSHE),Sell,Market_Order,-10300Shares,6.76,-69628,-10300Shares,-,1648,90.52,Filled,2012-10-17 11:25:00
2012-10-17,11:25:00,Stock,同方国芯(002049.XSHE),Sell,Market_Order,-3200Shares,21.8,-69760,-3200Shares,-,-2816,90.69,Filled,2012-10-17 11:25:00
2012-11-16,09:30:00,Stock,中国国旅(601888.XSHG),Buy,Market_Order,4900Shares,28.2,138180,4900Shares,-,0,41.45,Filled,2012-11-16 09:30:00
2012-11-20,11:25:00,Stock,中国国旅(601888.XSHG),Sell,Market_Order,-4900Shares,27.1,-132790,-4900Shares,-,-5390,172.63,Filled,2012-11-20 11:25:00
2012-11-27,09:30:00,Stock,大华Shares份(002236.XSHE),Buy,Market_Order,3500Shares,37.5,131250,3500Shares,-,0,39.38,Filled,2012-11-27 09:30:00
2012-11-28,09:30:00,Stock,和而泰(002402.XSHE),Buy,Market_Order,100Shares,9.16,916,100Shares,-,0,5,Filled,2012-11-28 09:30:00
