candle_begin_time,pearson_ic,spearman_ic,n_obs,n_in_scope,n_tradable,coverage_ratio
2021-01-01,0.12979939677004165,0.27280915287244406,79.0,79.0,79,1.0
2021-01-02,0.16837874900477104,0.34995311767463666,80.0,80.0,80,1.0
2021-01-03,0.15718506482084324,0.3255977496483826,80.0,80.0,80,1.0
2021-01-04,0.14865752219595496,0.36047819971870604,80.0,80.0,80,1.0
2021-01-05,0.1343316737246234,0.4198546647913737,80.0,80.0,80,1.0
2021-01-06,0.12375072489750823,0.42165963431786213,80.0,80.0,80,1.0
2021-01-07,0.13299203645757757,0.3359587435536803,80.0,80.0,80,1.0
2021-01-08,0.11464017213718267,0.2752695733708392,80.0,80.0,80,1.0
2021-01-09,0.10901177285915636,0.24995311767463665,80.0,80.0,80,1.0
2021-01-10,0.10508445849086574,0.23881856540084387,80.0,80.0,80,1.0
2021-01-11,0.12173523930793141,0.31413502109704644,80.0,80.0,80,1.0
2021-01-12,0.11022360002925162,0.32986404125644636,80.0,80.0,80,1.0
2021-01-13,0.10301396420114717,0.31736990154711675,80.0,80.0,80,1.0
2021-01-14,0.1099172459898204,0.3161978434130333,80.0,80.0,80,1.0
2021-01-15,0.11411448935384187,0.2722456633849039,80.0,80.0,80,1.0
2021-01-16,0.09379678461354483,0.2374589779653071,80.0,80.0,80,1.0
2021-01-17,0.07829331415344364,0.22630098452883263,80.0,80.0,80,1.0
2021-01-18,0.06696853526119456,0.23844350679793722,80.0,80.0,80,1.0
2021-01-19,0.10114274727493752,0.269971870604782,80.0,80.0,80,1.0
2021-01-20,0.10837494050577948,0.3022503516174403,80.0,80.0,80,1.0
2021-01-21,0.13138102706488702,0.31308016877637135,80.0,80.0,80,1.0
2021-01-22,0.14372266775871778,0.3787154242850445,80.0,80.0,80,1.0
2021-01-23,0.1575751254239462,0.3150961087669949,80.0,80.0,80,1.0
2021-01-24,0.1351567498915452,0.35989217065166434,80.0,80.0,80,1.0
2021-01-25,0.1336405837040935,0.21071261134552274,80.0,80.0,80,1.0
2021-01-26,0.12352258277774512,0.2611579934364745,80.0,80.0,80,1.0
2021-01-27,0.1286145575255033,0.28683378500451673,81.0,81.0,81,1.0
2021-01-28,0.16055454568659638,0.371973803071364,81.0,81.0,82,0.9878048780487805
2021-01-29,0.11855225364355552,0.36655021168685586,82.0,82.0,82,1.0
2021-01-30,0.10293970714244946,0.2630467670138549,82.0,82.0,82,1.0
2021-01-31,0.10395510041802529,0.3255406449646826,82.0,82.0,82,1.0
2021-02-01,0.08407095493759936,0.21679128437870723,82.0,82.0,82,1.0
2021-02-02,0.081413717759214,0.19256118550858484,83.0,83.0,83,1.0
2021-02-03,0.08774873560511677,0.23328946036245823,84.0,84.0,84,1.0
2021-02-04,0.09057366885375466,0.24278627113496,84.0,84.0,84,1.0
2021-02-05,0.07305477246911336,0.20379128395544266,85.0,85.0,85,1.0
2021-02-06,0.10381286807508486,0.28280242329489935,85.0,85.0,85,1.0
2021-02-07,0.08780119217301517,0.26439319914012116,85.0,85.0,85,1.0
2021-02-08,0.10184472299046185,0.26320109439124484,85.0,85.0,85,1.0
2021-02-09,0.08716498774481785,0.21630265578565028,86.0,86.0,86,1.0
2021-02-10,0.07697557126270124,0.2615312043020897,86.0,86.0,86,1.0
2021-02-11,0.055156902256792636,0.18522571819425446,86.0,86.0,86,1.0
2021-02-12,0.0315687047111301,0.175036558328223,86.0,86.0,86,1.0
2021-02-13,0.005493385928361139,0.16513043068069247,86.0,86.0,86,1.0
2021-02-14,0.037598649249097074,0.20166045568187177,86.0,86.0,86,1.0
2021-02-15,0.04552565963800429,0.2777017783857729,86.0,86.0,86,1.0
2021-02-16,0.05324119329357069,0.2739280154724279,86.0,86.0,86,1.0
2021-02-17,0.048899767982336445,0.27438086702202935,86.0,86.0,86,1.0
2021-02-18,0.0448294056617373,0.2947214491249587,86.0,86.0,86,1.0
2021-02-19,0.04614375592421776,0.3415727156941365,86.0,86.0,86,1.0
2021-02-20,0.05497972176338068,0.40268880607575824,86.0,86.0,86,1.0
2021-02-21,0.05552908717473477,0.4433322326524836,86.0,86.0,86,1.0
2021-02-22,0.06312608362385033,0.4939949997641398,86.0,86.0,86,1.0
2021-02-23,0.07463613860322174,0.4927119203736025,86.0,86.0,86,1.0
2021-02-24,0.07443698668798233,0.5077314967687155,86.0,86.0,86,1.0
2021-02-25,0.07339350405575425,0.5611491108071135,86.0,86.0,86,1.0
2021-02-26,0.07471538477927024,0.5595246774075964,87.0,87.0,87,1.0
2021-02-27,0.06634160019579464,0.4483827034388833,89.0,89.0,89,1.0
2021-02-28,0.07314779639134313,0.49329247531494735,89.0,89.0,89,1.0
2021-03-01,0.07349356247628216,0.4845420497105891,89.0,89.0,89,1.0
2021-03-02,0.0745654380092127,0.5017327242046343,90.0,90.0,90,1.0
2021-03-03,0.061314743689703965,0.4324414715719064,91.0,91.0,91,1.0
2021-03-04,0.06061270873393108,0.39768506388422237,92.0,92.0,92,1.0
2021-03-05,0.06691521702137443,0.3835365195814004,92.0,92.0,92,1.0
2021-03-06,0.0658335867333359,0.3683861720327358,92.0,92.0,92,1.0
2021-03-07,0.07387606475063363,0.3852781159934035,92.0,92.0,92,1.0
2021-03-08,0.08065263584100073,0.38615662037821924,92.0,92.0,92,1.0
2021-03-09,0.071349602626825,0.3848928070526948,92.0,92.0,92,1.0
2021-03-10,0.08220954795658666,0.356780666738591,92.0,92.0,92,1.0
2021-03-11,0.07782192749437453,0.29985676345080714,93.0,93.0,93,1.0
2021-03-12,0.09265487535690553,0.3627465608307719,93.0,93.0,93,1.0
2021-03-13,0.0827569535988794,0.3071379547014413,93.0,93.0,93,1.0
2021-03-14,0.10637912633636373,0.3107934708006326,93.0,93.0,93,1.0
2021-03-15,0.09936718205031381,0.2420548476619617,93.0,93.0,93,1.0
2021-03-16,0.10244465832085949,0.2299394228760705,93.0,93.0,93,1.0
2021-03-17,0.09781198488820639,0.2391453552564829,93.0,93.0,93,1.0
2021-03-18,0.09418809173120855,0.1841780153885056,94.0,94.0,94,1.0
2021-03-19,0.09370890777227761,0.21183397753133693,94.0,94.0,94,1.0
2021-03-20,0.0815146187938993,0.1418253079507279,95.0,95.0,95,1.0
2021-03-21,0.07510314101247882,0.17716965285554312,95.0,95.0,95,1.0
2021-03-22,0.06207524721967455,0.14298712206047032,95.0,95.0,95,1.0
2021-03-23,0.043142928494682944,0.08908030385241454,96.0,96.0,96,1.0
2021-03-24,0.060895399395916386,0.07132337471070903,97.0,97.0,97,1.0
2021-03-25,0.08509475788438527,0.0969021160479187,98.0,98.0,98,1.0
2021-03-26,0.061313261196846686,0.03967841682127396,99.0,99.0,99,1.0
2021-03-27,0.06241508509775786,0.08906090609060906,100.0,100.0,100,1.0
2021-03-28,0.03815979339589789,-0.000612061206120612,100.0,100.0,100,1.0
2021-03-29,0.0192825254265282,-0.04258025802580257,100.0,100.0,100,1.0
2021-03-30,0.02031710297214297,-0.03788002329644729,101.0,101.0,101,1.0
2021-03-31,0.01888537856599536,-0.06350611531741408,101.0,101.0,101,1.0
2021-04-01,0.002559193629568212,-0.08780838106654755,102.0,102.0,102,1.0
2021-04-02,-0.005296718289786295,-0.1676382943834075,102.0,102.0,102,1.0
2021-04-03,-0.006151749003760016,-0.16284329746509774,102.0,102.0,102,1.0
2021-04-04,-0.0152628531702539,-0.2116979830478765,102.0,102.0,102,1.0
2021-04-05,-0.0037549889348743788,-0.17939960757926163,102.0,102.0,102,1.0
2021-04-06,0.0026074730367291613,-0.19860079954311824,103.0,103.0,103,1.0
2021-04-07,-0.0027576021256874076,-0.12940360610263524,104.0,104.0,104,1.0
2021-04-08,-0.006571287644008413,-0.12129380053908355,105.0,105.0,105,1.0
2021-04-09,-0.01885431815549063,-0.1873139028138147,106.0,106.0,106,1.0
2021-04-10,0.008082778549057198,-0.12107212131899135,106.0,106.0,106,1.0
2021-04-11,0.0031451746861854667,-0.12686601002594655,106.0,106.0,106,1.0
2021-04-12,0.006232677843679964,-0.12371211930372572,106.0,106.0,106,1.0
2021-04-13,0.014234041110551215,-0.10562511020983954,106.0,106.0,106,1.0
2021-04-14,-0.003256880687467676,-0.22273163659162604,107.0,107.0,107,1.0
2021-04-15,-0.021861497560448733,-0.33178549736476026,107.0,107.0,107,1.0
2021-04-16,-0.07576473690241217,-0.2941672054703266,107.0,107.0,107,1.0
2021-04-17,-0.1130382824602313,-0.29224422913868164,108.0,108.0,108,1.0
2021-04-18,-0.04542513770731874,-0.22122190783770138,108.0,108.0,108,1.0
2021-04-19,-0.014647756655140589,-0.19224137109758302,108.0,108.0,108,1.0
2021-04-20,-0.02533066027856459,-0.2041886757483088,109.0,109.0,109,1.0
2021-04-21,-0.035449643750239415,-0.2614771568900009,109.0,109.0,109,1.0
2021-04-22,-0.041012887639639936,-0.22410341951626359,109.0,109.0,109,1.0
2021-04-23,-0.025966125933977107,-0.19405986470206654,109.0,109.0,109,1.0
2021-04-24,-0.0061880822433416135,-0.17276434065424892,109.0,109.0,109,1.0
2021-04-25,-0.018450607322253433,-0.20816421091650453,109.0,109.0,109,1.0
2021-04-26,-0.05882311159052762,-0.31506811231581877,109.0,109.0,109,1.0
2021-04-27,-0.06485526593291899,-0.3322676304327681,109.0,109.0,109,1.0
2021-04-28,-0.1235762285671797,-0.3023074784542674,109.0,109.0,109,1.0
2021-04-29,-0.09223829984541836,-0.32380587426458984,110.0,110.0,110,1.0
2021-04-30,-0.09886099422696773,-0.33033383675585515,110.0,110.0,110,1.0
2021-05-01,-0.11590009344922521,-0.272420710952821,110.0,110.0,110,1.0
2021-05-02,-0.1571204762882837,-0.2578500101435881,110.0,110.0,110,1.0
2021-05-03,-0.1068372265790622,-0.32179518968509796,110.0,110.0,110,1.0
2021-05-04,-0.08888550842627048,-0.20432793093343551,110.0,110.0,110,1.0
2021-05-05,-0.05209691153432748,-0.06923337015080135,110.0,110.0,110,1.0
2021-05-06,-0.06479856745650334,-0.013303879358925231,110.0,110.0,110,1.0
2021-05-07,-0.07467149983326071,-0.1041543628699592,110.0,110.0,110,1.0
2021-05-08,-0.07121121104943408,-0.07284899578477559,110.0,110.0,110,1.0
2021-05-09,-0.08256248359420329,-0.019561346166850756,110.0,110.0,110,1.0
2021-05-10,-0.0616571581145317,-0.016044902283434394,110.0,110.0,110,1.0
2021-05-11,-0.0940439500311949,0.031021346617676897,110.0,110.0,110,1.0
2021-05-12,-0.111196074396978,0.020228568852422066,110.0,110.0,110,1.0
2021-05-13,-0.07545092973112028,-0.03047133872821946,110.0,110.0,110,1.0
2021-05-14,-0.11908067843669541,-0.02652210175145955,110.0,110.0,110,1.0
2021-05-15,-0.14147176945221762,-0.07277686360255169,110.0,110.0,110,1.0
2021-05-16,-0.1413667499534149,-0.05868403850055226,110.0,110.0,110,1.0
2021-05-17,-0.166524813412603,-0.012997317584473549,110.0,110.0,110,1.0
2021-05-18,-0.23423673363667516,-0.028474903474903477,111.0,111.0,111,1.0
2021-05-19,-0.04203494875435013,0.06171626746847986,112.0,112.0,112,1.0
2021-05-20,-0.1207365563430194,0.08428434755868384,112.0,112.0,112,1.0
2021-05-21,-0.12479451200516647,0.07481122082891993,112.0,112.0,112,1.0
2021-05-22,-0.095851517857324,-0.0967984419311853,112.0,112.0,112,1.0
2021-05-23,-0.01906231951242964,-0.05822257149690778,112.0,112.0,112,1.0
2021-05-24,-0.06296931846305791,0.08452352478901151,112.0,112.0,112,1.0
2021-05-25,-0.0651911190960439,0.06119520278812314,112.0,112.0,112,1.0
2021-05-26,-0.13586543036612445,-0.0645009737930092,112.0,112.0,112,1.0
2021-05-27,-0.10544180724562724,-0.07460576219309337,113.0,113.0,113,1.0
2021-05-28,-0.09064645180528298,-0.03389280723933728,113.0,113.0,113,1.0
2021-05-29,-0.09182351088384365,-0.03077383724798723,113.0,113.0,113,1.0
2021-05-30,-0.0937453528871129,-0.07756670437154835,113.0,113.0,113,1.0
2021-05-31,-0.20522923733121434,-0.10961308137600641,113.0,113.0,113,1.0
2021-06-01,-0.2567031800346126,-0.13604531239603437,113.0,113.0,113,1.0
2021-06-02,-0.24211108651685134,-0.19653669572160493,113.0,113.0,113,1.0
2021-06-03,-0.27152852037073616,-0.26003892474549206,113.0,113.0,113,1.0
2021-06-04,-0.24355447653212922,-0.17695788142923682,113.0,113.0,113,1.0
2021-06-05,-0.24880309550211874,-0.21474316321777898,113.0,113.0,113,1.0
2021-06-06,-0.3133949532673717,-0.2833688202807905,113.0,113.0,113,1.0
2021-06-07,-0.2453397030137964,-0.2085468095016302,113.0,113.0,113,1.0
2021-06-08,-0.2029110112119568,-0.12628917426309136,113.0,113.0,113,1.0
2021-06-09,-0.11608904023885847,-0.11137633907778298,113.0,113.0,113,1.0
2021-06-10,-0.08765205263903444,-0.06895834719542218,113.0,113.0,113,1.0
2021-06-11,-0.04480449461531491,-0.062287910040588215,113.0,113.0,113,1.0
2021-06-12,-0.027340362526440423,0.03955685674362899,113.0,113.0,113,1.0
2021-06-13,-0.009788799511368431,0.08871182380730588,113.0,113.0,113,1.0
2021-06-14,0.005331235198522584,0.09193891809168941,113.0,113.0,113,1.0
2021-06-15,0.015785838322743863,0.10000665380264821,113.0,113.0,113,1.0
2021-06-16,0.021228845646552537,0.134880896932597,113.0,113.0,113,1.0
2021-06-17,0.0011477798366258403,0.13542151839776434,113.0,113.0,113,1.0
2021-06-18,0.011714878162263378,0.09646350389247456,113.0,113.0,113,1.0
2021-06-19,0.016791552778643293,0.12565561653267454,114.0,114.0,114,1.0
2021-06-20,0.015035066274458006,0.1823899880520848,114.0,114.0,114,1.0
2021-06-21,0.05204361223903413,0.21754520969603697,114.0,114.0,114,1.0
2021-06-22,0.06047159898114137,0.27728478564630127,114.0,114.0,114,1.0
2021-06-23,0.046720762232638234,0.30158563010064604,114.0,114.0,114,1.0
2021-06-24,0.043479830348910085,0.31541281059516824,114.0,114.0,114,1.0
2021-06-25,0.03946101548786632,0.32077519693809364,114.0,114.0,114,1.0
2021-06-26,0.04478154222116337,0.3787651120876451,114.0,114.0,114,1.0
2021-06-27,0.04800350232773494,0.40791802515137404,114.0,114.0,114,1.0
2021-06-28,0.02831935835512405,0.3547639780482373,114.0,114.0,114,1.0
2021-06-29,0.011643576584086365,0.3292590546831847,115.0,115.0,115,1.0
2021-06-30,0.009560805735411335,0.31224387806096954,116.0,116.0,116,1.0
2021-07-01,0.020300722231768566,0.29089301503094606,116.0,116.0,116,1.0
2021-07-02,0.019853719816499287,0.2949371468112098,116.0,116.0,116,1.0
2021-07-03,0.02163585754255525,0.25338100180678896,116.0,116.0,116,1.0
2021-07-04,0.019120668753085893,0.35530696190366357,116.0,116.0,116,1.0
2021-07-05,-0.0015073099174851042,0.3114365893976089,116.0,116.0,116,1.0
2021-07-06,-0.019335998732410667,0.26511359704763005,116.0,116.0,116,1.0
2021-07-07,-0.04436916213175166,0.1943182255026333,116.0,116.0,116,1.0
2021-07-08,-0.02855667795551278,0.23909583669703607,116.0,116.0,116,1.0
2021-07-09,-0.05175182604629112,0.3243301426209972,116.0,116.0,116,1.0
2021-07-10,-0.04406132043471106,0.2901164802214278,116.0,116.0,116,1.0
2021-07-11,-0.052727736738656245,0.27775343097681926,116.0,116.0,116,1.0
2021-07-12,-0.034507963268815375,0.2824510821512321,116.0,116.0,116,1.0
2021-07-13,-0.017163680542114184,0.2706569792027063,116.0,116.0,116,1.0
2021-07-14,-0.03322806904850855,0.2458155537615808,116.0,116.0,116,1.0
2021-07-15,-0.029055833025984513,0.21546918848268173,116.0,116.0,116,1.0
2021-07-16,0.0020153386448109887,0.21656095029408373,116.0,116.0,116,1.0
2021-07-17,-0.030478508068629295,0.09813554761080999,116.0,116.0,116,1.0
2021-07-18,-0.06686911196378556,0.11435820551262832,116.0,116.0,116,1.0
2021-07-19,-0.025711139081319334,0.1454503517472033,116.0,116.0,116,1.0
2021-07-20,-0.012745266136429033,0.16238803675085534,116.0,116.0,116,1.0
2021-07-21,0.035081774595361784,0.225725598739092,116.0,116.0,116,1.0
2021-07-22,0.025524106786172947,0.17651174412793602,116.0,116.0,116,1.0
2021-07-23,0.07797817741584517,0.2526198439241918,116.0,116.0,116,1.0
2021-07-24,0.07696250133028601,0.27979589084206263,117.0,117.0,117,1.0
2021-07-25,0.08989171379168312,0.1949602122015915,117.0,117.0,117,1.0
2021-07-26,0.11327509253749006,0.19705075754169848,117.0,117.0,117,1.0
2021-07-27,0.10207489352843678,0.20159151193633948,117.0,117.0,117,1.0
2021-07-28,0.09722253264698473,0.17392737790166193,117.0,117.0,117,1.0
2021-07-29,0.09412463969175346,0.10075829099791694,117.0,117.0,117,1.0
2021-07-30,0.09676882798574168,0.10793657929835604,117.0,117.0,117,1.0
2021-07-31,0.08062722156594734,0.03493983125777398,117.0,117.0,117,1.0
2021-08-01,0.09544975455931021,0.1728034287940775,117.0,117.0,117,1.0
2021-08-02,0.09068013371561956,0.11480016184867148,117.0,117.0,117,1.0
2021-08-03,0.057587837553597136,0.11524974149170523,117.0,117.0,117,1.0
2021-08-04,0.0823269719589077,0.134394341290893,117.0,117.0,117,1.0
2021-08-05,0.061795602673411054,0.0495886346266241,117.0,117.0,117,1.0
2021-08-06,0.06583025225421416,0.03470754844220653,117.0,117.0,117,1.0
2021-08-07,0.07674633920874308,0.13087263408712851,117.0,117.0,117,1.0
2021-08-08,0.09696286330582542,0.08592965577185331,117.0,117.0,117,1.0
2021-08-09,0.08932357353425868,0.10964498194188434,117.0,117.0,117,1.0
2021-08-10,0.09186533041084838,0.12786045047880232,117.0,117.0,117,1.0
2021-08-11,0.07384659331942539,0.11997782073761032,117.0,117.0,117,1.0
2021-08-12,0.06863887611241502,0.18021399991008405,117.0,117.0,117,1.0
2021-08-13,0.06371208893465326,0.20990124233841356,117.0,117.0,117,1.0
2021-08-14,0.07443161591763485,0.23282980413313548,117.0,117.0,117,1.0
2021-08-15,0.07737631530541218,0.25394506136762124,117.0,117.0,117,1.0
2021-08-16,0.06505398121654289,0.21934990783617317,117.0,117.0,117,1.0
2021-08-17,0.017644378064208332,0.11096374889478336,117.0,117.0,117,1.0
2021-08-18,0.02874739261642518,0.1714022389066223,117.0,117.0,117,1.0
2021-08-19,0.043978092650053056,0.17287835873458315,117.0,117.0,117,1.0
2021-08-20,0.03595082346242499,0.11384527735474895,118.0,118.0,118,1.0
2021-08-21,0.02219538808619861,0.09230550107918005,118.0,118.0,118,1.0
2021-08-22,0.022017687754587026,0.01119352565015576,118.0,118.0,118,1.0
2021-08-23,0.006133336528303586,0.024034124732031013,118.0,118.0,118,1.0
2021-08-24,0.028539078635073295,0.02862840051274747,118.0,118.0,118,1.0
2021-08-25,0.018112251174719523,-0.053725271073227214,118.0,118.0,118,1.0
2021-08-26,0.03506304224837599,-0.011427256691464072,118.0,118.0,118,1.0
2021-08-27,0.026025980572972184,0.042864264349807724,119.0,119.0,119,1.0
2021-08-28,0.017973200876197866,0.026501840405583718,120.0,120.0,120,1.0
