,mean_bar_return,hit_rate
Q01,9.62973753663986e-05,0.5162815126050421
Q02,0.000317001546562194,0.5220588235294118
Q03,0.00029623025743602457,0.5273109243697479
Q04,0.00037320609604025583,0.5336134453781513
Q05,0.00048680859601571533,0.5341386554621849
Q06,0.0005730407378853294,0.5320378151260504
Q07,0.0008285786315256543,0.5346638655462185
Q08,0.0009433231838266134,0.5425420168067226
Q09,0.0013335957124277278,0.5430672268907563
Q10,0.0016201575023198523,0.5441176470588235
