year,1,2,3,4,5,6,7,8,9,10,11,12
2021,0.3073287216206322,0.32034344548006305,0.2313731394254932,-0.21154024938502392,-0.05515035363605183,0.07884766931303573,0.21915438588061817,0.09755778399563395,-0.03457457607734831,0.1384775707541145,0.022691193900514914,-0.005523759927005176
2022,0.06405276038398416,0.10736416987646089,0.23859543855721774,0.03947170457164933,0.23268838725290858,0.10405820713708062,0.05273757365659563,0.07219677980886521,0.13068805163047884,0.005730170882198904,0.10371921486234194,-0.02357908314864185
2023,0.18041215171275177,0.15407182035237316,0.13590201401974364,0.02259877576874212,-0.07609278921504926,0.025634892223768593,0.11175478197642941,0.19204973260745017,0.08660439806600881,-0.019808472194336343,0.013619526245891867,0.027756108270700387
2024,0.08331676126152014,0.1844661098403372,0.17404755408395683,-0.007729395662510269,0.043618000490030825,0.027497519710987208,0.14198068009668446,0.1783408878264948,-0.049867191379554386,0.028092685203272304,0.22461782767170665,0.047847895241150955
2025,0.1409379918266427,0.11784457602211304,-0.019967813555754114,0.08850006731744291,0.05487301920852681,0.07684827977592848,0.07875439124081614,0.10980604829190808,0.05781244172594647,0.12550482821295939,0.14200832299623728,0.08428597724727668
2026,0.11590040828042018,-0.017576670431057165,,,,,,,,,,
