,mean,std,ir
ic_1d,-0.00043672570866416723,0.08957633140192378,-0.004875458749305153
ic_5d,0.0018558058339878008,0.08990504643647201,0.020641842783532018
ic_20d,0.007225087770748933,0.0840639724831917,0.08594749400158985
